Fecha;Dia;Mes;anio;Temperatura_Abrigo_150cm_Media;Temperatura_Abrigo_150cm_Maxima;Temperatura_Abrigo_150cm_Minima;Precipitacion_Pluviometrica;Granizo;Nieve;Helada;Clasificacion Heladas;Heliofania_Efectiva;Heliofania_Relativa;Tesion_Vapor_Media;Humedad_Media;Rocio_Medio;Velocidad_Viento_200cm_Media;Direccion_Viento_200cm;Velocidad_Viento_1000cm_Media;Radiacion_Global;Evapotranspiracion_Potencial;Horas_Frio
1/1/1970;1;1;1970;26,05;34,2;17,9;11,5;0;0;0;0;10,3;69;23,4;64;19,8;4;;5;25.3;5.7;0,00
2/1/1970;2;1;1970;24,75;31,3;18,2;0;0;0;0;0;8,5;57;21,1;70;18;11,2;;14;22.3;5.8;0,00
3/1/1970;3;1;1970;16,40;20,9;11,9;8,5;0;0;0;0;0;0;15,2;90;13,2;4;;5;8.1;2.0;0,00
4/1/1970;4;1;1970;13,65;15,2;12,1;22,5;0;0;0;0;0;0;14,6;90;12,7;10,4;;13;8.1;1.7;0,00
5/1/1970;5;1;1970;19,25;26,1;12,4;27,2;0;0;0;0;10,5;70;15,2;68;13;10,4;;13;25.4;5.3;0,00
6/1/1970;6;1;1970;18,75;27,4;10,1;0;0;0;0;0;12,2;82;15;55;12,9;10,4;;13;28.3;5.6;0,00
7/1/1970;7;1;1970;18,70;25;12,4;2,2;0;0;0;0;12,4;84;11;48;8,3;4;;5;28.8;5.3;0,00
8/1/1970;8;1;1970;17,25;25,6;8,9;0;0;0;0;0;12,2;81;11,5;48;9,1;4;;5;28.0;4.9;0,00
9/1/1970;9;1;1970;19,20;27;11,4;0;0;0;0;0;10,4;70;13,8;56;11,7;4;;5;25.2;4.8;0,00
10/1/1970;10;1;1970;23,40;31,8;15;0;0;0;0;0;10,7;72;16,2;49;14,1;4;;5;25.7;5.5;0,00
11/1/1970;11;1;1970;25,55;35;16,1;0;0;0;0;0;12,9;87;22,6;62;19,4;10,4;;13;29.3;6.9;0,00
12/1/1970;12;1;1970;21,55;30,9;12,2;0;0;0;0;0;12,3;83;13,6;46;11,2;10,4;;13;28.2;6.4;0,00
13/1/1970;13;1;1970;19,40;27;11,8;0;0;0;0;0;12,1;82;14,2;57;12;19,2;;24;27.9;6.7;0,00
14/1/1970;14;1;1970;20,95;30,6;11,3;0;0;0;0;0;11,5;78;13,4;50;12,3;10,4;;13;26.9;6.1;0,00
15/1/1970;15;1;1970;21,90;31,7;12,1;0;0;0;0;0;5,7;39;16,1;55;14;4;;5;17.4;4.1;0,00
16/1/1970;16;1;1970;20,95;30,9;11;0;0;0;0;0;12,1;82;17,2;54;15,1;4;;5;27.7;5.2;0,00
17/1/1970;17;1;1970;21,40;30,9;11,9;0;0;0;0;0;9,2;62;17,3;56;15,3;4;;5;22.8;4.6;0,00
18/1/1970;18;1;1970;20,65;32,2;9,1;0;0;0;0;0;12,1;83;17,9;52;15,4;19,2;;24;27.8;6.3;0,00
19/1/1970;19;1;1970;22,50;33,1;11,9;0;0;0;0;0;11,8;81;16,6;48;14,1;4;;5;27.3;5.5;0,00
20/1/1970;20;1;1970;24,50;34,1;14,9;0;0;0;0;0;9,2;63;21,5;53;18,6;19,2;;24;22.9;6.4;0,00
21/1/1970;21;1;1970;21,20;30,1;12,3;2,8;0;0;0;0;11,4;79;12,7;42;10,2;10,4;;13;26.6;6.1;0,00
22/1/1970;22;1;1970;18,45;27,1;9,8;0;0;0;0;0;12,2;84;13,5;59;12,3;19,2;;24;27.7;6.4;0,00
23/1/1970;23;1;1970;21,30;29,3;13,3;0;0;0;0;0;12,8;88;13,2;57;11;19,2;;24;28.6;7.5;0,00
24/1/1970;24;1;1970;18,50;26,9;10,1;0;0;0;0;0;11,4;77;11,2;46;8,6;10,4;;13;25.9;5.6;0,00
25/1/1970;25;1;1970;16,15;25,1;7,2;0;0;0;0;0;13,1;91;11,5;45;8,9;4;;5;29.1;4.7;0,00
26/1/1970;26;1;1970;18,05;29;7,1;0;0;0;0;0;10,7;74;14,3;58;12,2;4;;5;25.0;4.4;0,00
27/1/1970;27;1;1970;21,30;28,9;13,7;20;0;0;0;0;5,4;37;18,3;71;16,1;19,2;;24;16.3;4.8;0,00
28/1/1970;28;1;1970;21,45;30;12,9;1,8;0;0;0;0;12,2;84;13,4;54;11,5;10,4;;13;27.1;6.1;0,00
29/1/1970;29;1;1970;22,50;31,8;13,2;0;0;0;0;0;12,7;89;13,2;44;11;10,4;;13;28.2;6.5;0,00
30/1/1970;30;1;1970;26,40;33;19,8;0;0;0;0;0;12,7;89;15,4;41;13,3;10,4;;13;28.0;7.2;0,00
31/1/1970;31;1;1970;22,55;32,2;12,9;0;0;0;0;0;12,5;88;16,2;51;14;4;;5;27.7;5.4;0,00
1/2/1970;1;2;1970;23,35;34,8;11,9;0;0;0;0;0;12,3;87;13;38;9,2;4;;5;27.4;5.5;0,00
2/2/1970;2;2;1970;22,00;31,9;12,1;0;0;0;0;0;9,7;68;18,1;56;15,5;4;;5;22.9;4.6;0,00
3/2/1970;3;2;1970;21,50;31,9;11,1;0;0;0;0;0;10;71;12,7;42;10,5;19,2;;24;23.5;7.0;0,00
4/2/1970;4;2;1970;19,65;24,3;15;0;0;0;0;0;4,3;30;10,6;52;7,8;10,4;;13;14.1;4.6;0,00
5/2/1970;5;2;1970;14,55;21;8,1;0;0;0;0;0;11,7;84;12,1;65;9,7;10,4;;13;26.2;4.4;0,00
6/2/1970;6;2;1970;15,20;26,6;3,8;0;0;0;0;0;11,8;84;9,6;50;6,4;10,4;;13;26.1;4.9;3,37
7/2/1970;7;2;1970;21,45;35;7,9;0;0;0;0;0;12;86;16,4;51;14,4;1,6;;2;26.4;4.7;0,00
8/2/1970;8;2;1970;24,05;33;15,1;0;0;0;0;0;1,8;12;13,7;43;11,7;19,2;;24;9.9;6.0;0,00
9/2/1970;9;2;1970;22,35;34,9;9,8;0;0;0;0;0;12,8;90;18,3;55;15,7;4;;5;27.0;5.1;0,00
10/2/1970;10;2;1970;23,30;33,4;13,2;0;0;0;0;0;10,3;75;20,5;60;17,7;4;;5;23.6;4.8;0,00
11/2/1970;11;2;1970;21,55;31,2;11,9;0;0;0;0;0;6,5;47;18;59;15,6;10,4;;13;17.3;4.2;0,00
12/2/1970;12;2;1970;21,70;31,3;12,1;0;0;0;0;0;12,2;89;15,8;46;13,7;4;;5;26.3;4.9;0,00
13/2/1970;13;2;1970;23,10;32,3;13,9;0;0;0;0;0;11,1;81;17,8;54;15,5;4;;5;24.5;4.9;0,00
14/2/1970;14;2;1970;26,70;32,4;21;0;0;0;0;0;9,3;70;26,5;74;22;10,4;;13;22.0;5.4;0,00
15/2/1970;15;2;1970;24,95;33;16,9;0;0;0;0;0;9;66;21,9;69;18,3;4;;5;21.0;4.6;0,00
16/2/1970;16;2;1970;24,00;32;16;0;0;0;0;0;11,7;86;15,4;45;13,4;10,4;;13;25.1;6.0;0,00
17/2/1970;17;2;1970;19,15;28;10,3;0;0;0;0;0;11,9;88;19,8;71;17;10,4;;13;25.4;4.3;0,00
18/2/1970;18;2;1970;26,50;36,1;16,9;0;0;0;0;0;7,4;55;27,2;69;22,4;4;;5;18.3;4.2;0,00
19/2/1970;19;2;1970;22,15;32,2;12,1;0;0;0;0;0;10,8;80;12,7;50;9,4;1,6;;2;23.4;4.2;0,00
20/2/1970;20;2;1970;16,55;25,2;7,9;0;0;0;0;0;7,4;55;10,2;54;7,6;10,4;;13;18.1;4.1;0,00
21/2/1970;21;2;1970;21,55;30,9;12,2;0;0;0;0;0;13;97;12,8;47;10,6;4;;5;26.6;4.8;0,00
22/2/1970;22;2;1970;22,30;31,9;12,7;0;0;0;0;0;10,5;79;18,9;60;16,4;10,4;;13;22.7;4.9;0,00
23/2/1970;23;2;1970;25,45;36,8;14,1;0;0;0;0;0;10,7;81;19,4;53;16,9;1,6;;2;23.0;4.6;0,00
24/2/1970;24;2;1970;24,60;36;13,2;0;0;0;0;0;10,7;81;21,4;59;18,4;4;;5;22.8;4.7;0,00
25/2/1970;25;2;1970;25,55;32,1;19;0;0;0;0;0;8,3;63;18,2;60;15,1;4;;5;19.1;4.4;0,00
26/2/1970;26;2;1970;19,55;24,2;14,9;7,8;0;0;0;0;4,6;34;15,2;75;13,1;10,4;;13;13.2;3.5;0,00
27/2/1970;27;2;1970;19,40;27;11,8;0;0;0;0;0;11,2;85;15,5;66;13,5;4;;5;23.1;3.9;0,00
28/2/1970;28;2;1970;16,65;26,2;7,1;0;0;0;0;0;11,2;86;11,9;54;9,6;1,6;;2;23.2;3.4;0,00
1/4/1970;1;4;1970;12,65;23,1;2,2;0;0;0;0;0;8,72;72;6,8;43;0,8;10,4;;13;;;5,51
2/4/1970;2;4;1970;14,20;28,2;0,2;0;0;0;0;0;7,6;65;5,4;27;2,1;4;;5;14.2;2.4;5,83
3/4/1970;3;4;1970;21,60;30;13,2;0;0;0;0;0;9,4;81;7,2;26;2,2;1,6;;2;16.4;2.4;0,00
4/4/1970;4;4;1970;17,35;27,1;7,6;0;0;0;0;0;9,4;81;9,2;45;5,8;0;;0;16.2;1.9;0,00
5/4/1970;5;4;1970;16,05;26;6,1;0;0;0;0;0;6,2;53;8,2;42;4;1,6;;2;12.1;1.9;1,09
6/4/1970;6;4;1970;17,70;29,1;6,3;0;0;0;0;0;10;87;9,1;42;5,6;0;;0;16.7;1.9;0,74
7/4/1970;7;4;1970;20,35;31,3;9,4;0;0;0;0;0;8,8;77;11,8;42;9,4;1,6;;2;15.1;2.2;0,00
8/4/1970;8;4;1970;19,05;26,1;12;0;0;0;0;0;9,4;83;9,6;43;6,3;1,6;;2;15.8;2.1;0,00
9/4/1970;9;4;1970;16,45;26;6,9;0;0;0;0;0;8,7;76;9,3;46;5,7;4;;5;14.7;2.2;0,13
10/4/1970;10;4;1970;22,35;34,9;9,8;0;0;0;0;0;6,1;53;5,5;22;-6;19,2;;24;11.4;6.3;0,00
11/4/1970;11;4;1970;17,80;25,6;10;0;0;0;0;0;6,2;55;4,3;27;-5,4;10,4;;13;11.6;3.8;0,00
12/4/1970;12;4;1970;12,45;22;2,9;0;0;0;0;0;7,6;67;5,8;39;-8;4;;5;13.0;1.9;5,15
13/4/1970;13;4;1970;16,65;23,4;9,9;1,3;0;0;0;0;6,3;56;8,2;46;4;4;;5;11.5;2.1;0,00
14/4/1970;14;4;1970;15,10;26,1;4,1;0;0;0;0;0;8,6;77;4,9;30;-14,2;1,6;;2;14.0;1.7;3,16
15/4/1970;15;4;1970;13,90;26;1,8;0;0;0;0;0;8,7;78;4,3;24;-13,7;0;;0;14.0;1.3;5,16
16/4/1970;16;4;1970;18,35;28,1;8,6;0;0;0;0;0;8,6;78;6,9;33;1,5;4;;5;13.8;2.2;0,00
17/4/1970;17;4;1970;21,45;31,8;11,1;0;0;0;0;0;1,9;17;9,3;38;6;10,4;;13;6.1;3.7;0,00
18/4/1970;18;4;1970;20,35;29,1;11,6;0;0;0;0;0;6,8;61;10,8;43;8,1;4;;5;11.5;2.2;0,00
19/4/1970;19;4;1970;18,55;28,1;9;0;0;0;0;0;8,6;78;8,9;43;5,3;4;;5;13.4;2.1;0,00
20/4/1970;20;4;1970;18,60;29,1;8,1;0;0;0;0;0;5,6;51;8,4;39;4,1;1,6;;2;10.0;1.7;0,00
21/4/1970;21;4;1970;17,85;24,6;11,1;0;0;0;0;0;9,6;88;7,6;38;2,9;0;;0;14.3;1.3;0,00
22/4/1970;22;4;1970;17,55;27,1;8;0;0;0;0;0;7;64;8,1;40;3,7;0;;0;11.3;1.3;0,00
23/4/1970;23;4;1970;19,00;31,9;6,1;0;0;0;0;0;5;46;8,7;39;4,9;0;;0;9.1;1.4;0,84
24/4/1970;24;4;1970;18,60;29;8,2;0;0;0;0;0;5,3;49;6,8;37;0,9;10,4;;13;9.3;3.3;0,00
25/4/1970;25;4;1970;23,00;26;20;0;0;0;0;0;6,4;59;5;18;2,6;19,2;;24;10.4;6.3;0,00
26/4/1970;26;4;1970;13,70;22,5;4,9;0;0;0;0;0;9;83;5,9;36;0,6;19,2;;24;12.9;3.8;2,86
27/4/1970;27;4;1970;16,00;27,2;4,8;0;0;0;0;0;9,1;85;5,3;26;-2;19,2;;24;13.0;4.6;2,36
28/4/1970;28;4;1970;16,40;27,9;4,9;0;0;0;0;0;5,3;50;4,6;23;-4,2;19,2;;24;9.0;4.9;2,19
29/4/1970;29;4;1970;15,45;28,1;2,8;0;0;0;0;0;5,2;49;5,8;32;-0,9;19,2;;24;8.8;4.3;3,98
30/4/1970;30;4;1970;18,00;26;10;0;0;0;0;0;8,1;77;5,6;26;-2,7;10,4;;13;11.7;3.3;0,00
1/5/1970;1;5;1970;16,50;31,2;1,8;0;0;0;0;0;8,3;78;4,7;28;-5,7;10,4;;13;11.7;3.2;4,24
2/5/1970;2;5;1970;19,15;27,1;11,2;0;0;0;0;0;9,1;86;7,1;34;1,6;10,4;;13;12.4;3.1;0,00
3/5/1970;3;5;1970;17,25;24,3;10,2;0;0;0;0;0;8,9;85;7,3;38;1,7;19,2;;24;12.2;4.2;0,00
4/5/1970;4;5;1970;15,75;21,5;10;0;0;0;0;0;9,3;89;4,1;27;-5,6;19,2;;24;12.5;4.9;0,00
5/5/1970;5;5;1970;11,10;20,1;2,1;0;0;0;0;0;7,8;74;4,7;33;-4,8;19,2;;24;10.8;3.6;6,53
6/5/1970;6;5;1970;14,90;21,9;7,9;0;0;0;0;0;1,4;13;7,4;48;2,6;19,2;;24;4.6;3.8;0,00
7/5/1970;7;5;1970;19,65;26,2;13,1;0;0;0;0;0;8,3;81;6,7;26;1,3;29,6;;37;11.3;7.0;0,00
8/5/1970;8;5;1970;19,50;28,8;10,2;0;0;0;0;0;0,6;5;5,2;25;-2,8;29,6;;37;3.7;7.9;0,00
9/5/1970;9;5;1970;9,85;17,6;2,1;0;0;0;0;0;1,9;17;3,6;39;-4;19,2;;24;4.8;3.9;7,59
10/5/1970;10;5;1970;7,50;15,2;-0,20;0;0;0;1;1;9,1;89;3,6;35;-7,5;4;;5;11.7;1.3;11,22
11/5/1970;11;5;1970;9,70;19,2;0,2;0;0;0;0;0;6,6;64;4,8;43;-3,4;4;;5;9.2;1.3;8,59
12/5/1970;12;5;1970;7,65;15,2;0,1;0;0;0;0;0;9;89;3,8;37;-6,2;4;;5;11.4;1.3;10,97
13/5/1970;13;5;1970;6,60;15,2;-2,00;0;0;0;1;2;5,1;50;4,4;50;-4,5;1,6;;2;7.7;0.8;12,56
14/5/1970;14;5;1970;8,55;19;-1,90;0;0;0;1;1;8,4;82;5,2;45;-2,5;0;;0;10.6;0.7;10,22
15/5/1970;15;5;1970;10,20;21,3;-0,90;0;0;0;1;1;8,8;86;5,5;42;-1,4;4;;5;10.8;1.2;8,54
16/5/1970;16;5;1970;9,05;17,9;0,2;0;0;0;0;0;5,7;57;5,7;43;-1;4;;5;8.1;1.1;9,22
17/5/1970;17;5;1970;8,25;11,6;4,9;0;0;0;0;0;2,7;29;5,7;55;-1;1,6;;2;5.5;0.8;7,52
18/5/1970;18;5;1970;11,00;15,9;6,1;0;0;0;0;0;7,7;77;5,9;44;-0,4;1,6;;2;9.7;1.0;2,20
19/5/1970;19;5;1970;9,35;18,5;0,2;0;0;0;0;0;2,6;26;4,8;38;-3,3;1,6;;2;5.2;1.0;8,92
20/5/1970;20;5;1970;11,95;20;3,9;0;0;0;0;0;7,8;78;5;33;-2,8;19,2;;24;9.6;3.7;4,62
21/5/1970;21;5;1970;14,20;20,2;8,2;0;0;0;0;0;7,1;71;5,4;38;-1,8;1,6;;2;8.9;1.3;0,00
22/5/1970;22;5;1970;12,40;24;0,8;0;0;0;0;0;5,6;56;7,3;46;2,3;1,6;;2;7.6;0.9;6,41
23/5/1970;23;5;1970;13,70;22,4;5;0;0;0;0;0;5;50;6,7;40;1,2;4;;5;7.0;1.4;2,76
24/5/1970;24;5;1970;10,10;20;0,2;0;0;0;0;0;8,3;84;6,8;50;1,6;1,6;;2;9.8;0.8;8,24
25/5/1970;25;5;1970;14,45;23;5,9;0;0;0;0;0;8,5;86;5,3;36;-1,8;1,6;;2;9.9;1.3;1,54
26/5/1970;26;5;1970;6,65;13,9;-0,60;0;0;0;1;1;7;71;6,3;55;0,2;19,2;;24;8.6;1.7;12,58
27/5/1970;27;5;1970;12,85;21,8;3,9;0;0;0;0;0;6,3;64;6,5;42;1;35,2;;44;7.9;5.4;4,16
28/5/1970;28;5;1970;14,05;22,8;5,3;0;0;0;0;0;4,4;44;2,4;16;-17,5;19,2;;24;6.3;5.2;2,33
29/5/1970;29;5;1970;13,55;20,2;6,9;0;0;0;0;0;4,9;50;4,9;31;-3;19,2;;24;6.7;4.1;0,18
30/5/1970;30;5;1970;10,95;18,1;3,8;0;0;0;0;0;2,4;25;5,1;41;-2,6;4;;5;4.6;1.4;5,37
31/5/1970;31;5;1970;8,20;17,6;-1,20;0;0;0;1;1;3,5;36;4,3;46;-5;1,6;;2;5.5;1.0;10,47
1/6/1970;1;6;1970;6,40;16;-3,20;0;0;0;1;2;7,9;81;4,2;47;-4,7;0;;0;9.0;0.7;12,75
2/6/1970;2;6;1970;5,25;15,9;-5,40;0;0;0;1;3;7,4;77;4,2;51;-5;1,6;;2;8.6;0.8;13,97
3/6/1970;3;6;1970;5,60;13,4;-2,20;0;0;0;1;2;4;41;4;45;-5,5;1,6;;2;5.8;0.8;14,15
4/6/1970;4;6;1970;6,05;15;-2,90;0;0;0;1;2;7,9;82;3,3;42;-7,9;1,6;;2;8.9;1.0;13,27
5/6/1970;5;6;1970;11,15;19,4;2,9;0;0;0;0;0;6,4;67;4,3;31;-4,7;19,2;;24;7.7;3.8;5,96
6/6/1970;6;6;1970;9,60;21,2;-2,00;0;0;0;1;2;8,2;86;2,8;33;-16,1;4;;5;9.1;1.7;9,31
7/6/1970;7;6;1970;11,50;17,9;5,1;0;0;0;0;0;8,1;85;5,3;46;-1,8;4;;5;9.0;1.4;3,56
8/6/1970;8;6;1970;8,25;18,3;-1,80;0;0;0;1;1;0,1;1;5,1;45;-2,4;10,4;;13;2.6;1.9;10,51
9/6/1970;9;6;1970;9,00;16,2;1,8;0;0;0;0;0;2,3;24;5,1;44;-2,5;1,6;;2;4.3;0.9;8,67
10/6/1970;10;6;1970;10,40;16,7;4,1;0,2;0;0;0;0;4;42;6,6;53;1,1;0;;0;5.7;0.7;5,52
11/6/1970;11;6;1970;11,05;13,4;8,7;0;0;0;0;0;0;0;7,5;60;2,9;1,6;;2;2.5;1.0;0,00
12/6/1970;12;6;1970;7,50;17;-2,00;0;0;0;1;2;7,6;80;3,8;40;-6,4;4;;5;8.5;1.3;11,37
13/6/1970;13;6;1970;7,30;16;-1,40;0;0;0;1;1;7,5;78;3,8;43;-6,2;0;;0;8.3;0.8;11,59
14/6/1970;14;6;1970;4,85;13,6;-3,90;0;0;0;1;2;3,5;38;3,5;39;-7,3;0;;0;5.3;0.7;14,95
15/6/1970;15;6;1970;10,60;19;2,2;0;0;0;0;0;4;43;3,1;33;-9,3;0;;0;5.6;1.1;6,86
16/6/1970;16;6;1970;9,55;17,9;1,2;0;0;0;0;0;4,6;49;4,5;40;-4;0;;0;6.1;0.8;8,34
17/6/1970;17;6;1970;6,10;12,4;-0,20;0;0;0;1;1;6,8;72;3,6;41;-6,9;4;;5;7.8;1.2;13,71
18/6/1970;18;6;1970;4,35;10,5;-1,80;0;0;0;1;1;0,3;3;4;48;-5,5;1,6;;2;2.7;0.8;17,17
19/6/1970;19;6;1970;3,70;11,9;-4,50;0;0;0;1;3;7,2;76;4,4;56;-4,6;0;;0;8.1;0.5;16,83
20/6/1970;20;6;1970;6,95;17,1;-3,20;0;0;0;1;2;8,3;88;4;40;-5,8;0;;0;8.9;0.7;12,06
21/6/1970;21;6;1970;6,90;15;-1,20;0;0;0;1;1;7,2;76;4,3;37;-4,6;0;;0;8.0;0.7;12,15
22/6/1970;22;6;1970;6,55;17,6;-4,50;0;0;0;1;3;8,4;89;3,7;48;-6,5;0;;0;9.0;0.8;12,49
23/6/1970;23;6;1970;4,75;16,1;-6,60;0;0;0;1;3;7,9;84;3,8;47;-6,4;0;;0;8.6;0.6;14,38
24/6/1970;24;6;1970;4,20;13;-4,60;0;0;0;1;3;7,4;78;4,4;44;-4,6;0;;0;8.2;0.5;15,82
25/6/1970;25;6;1970;3,10;10,4;-4,20;0;0;0;1;3;2;21;4,2;37;-5;0;;0;4.0;0.5;18,41
26/6/1970;26;6;1970;10,40;19;1,8;0;0;0;0;0;4,9;52;5;37;-2,7;10,4;;13;6.3;2.2;7,26
27/6/1970;27;6;1970;6,20;13,9;-1,50;0;0;0;1;1;7,7;80;3,7;45;-6,5;10,4;;13;8.4;1.9;13,25
28/6/1970;28;6;1970;6,55;12,9;0,2;0;0;0;0;0;4,3;45;3;34;-9,7;19,2;;24;5.8;3.3;12,85
29/6/1970;29;6;1970;3,45;10,9;-4,00;0;0;0;1;3;6,6;70;2,5;36;-12,3;4;;5;7.7;1.2;17,72
30/6/1970;30;6;1970;4,65;19,8;-10,50;0;0;0;1;3;7,6;79;2,4;45;-12,3;0;;0;8.4;0.8;13,86
1/7/1970;1;7;1970;1,55;12;-8,90;0;0;0;1;3;8,3;87;2,9;53;-10;0;;0;9.0;0.6;18,26
2/7/1970;2;7;1970;7,15;18,8;-4,50;0;0;0;1;3;0;0;4,4;40;-5;0;;0;2.5;0.9;11,85
3/7/1970;3;7;1970;8,70;19,9;-2,50;0;0;0;1;2;7,9;83;3,9;46;-6,1;19,2;;24;8.8;3.4;10,18
4/7/1970;4;7;1970;5,75;13,4;-1,90;0;0;0;1;1;8;84;3;34;-9,5;0;;0;8.9;0.8;13,96
5/7/1970;5;7;1970;3,95;14,2;-6,30;0;0;0;1;3;5,2;54;2,1;38;-13,9;0;;0;6.6;0.8;15,57
6/7/1970;6;7;1970;7,15;14,3;0;0;0;0;0;0;8,3;87;3,7;34;-6,7;4;;5;9.2;1.3;11,75
7/7/1970;7;7;1970;7,05;17;-2,90;0;0;0;1;2;8,4;88;4,9;48;-3,2;0;;0;9.3;0.6;11,94
8/7/1970;8;7;1970;9,80;20;-0,40;0;0;0;1;1;5,7;60;4,5;42;-3,9;4;;5;7.2;1.4;8,71
9/7/1970;9;7;1970;5,30;13;-2,40;0;0;0;1;2;0,5;5;4,4;49;-4,3;0;;0;2.9;0.7;14,65
10/7/1970;10;7;1970;9,65;17,3;2;0;0;0;0;0;4,8;50;2,5;23;-11,6;4;;5;6.5;1.7;7,84
11/7/1970;11;7;1970;3,40;14,2;-7,40;0;0;0;1;3;1,9;19;1,7;32;-16,7;4;;5;4.1;1.4;16,00
12/7/1970;12;7;1970;5,50;17,1;-6,10;0;0;0;1;3;4,5;46;3,1;30;-9,1;4;;5;6.2;1.2;13,55
13/7/1970;13;7;1970;11,45;18,1;4,8;0;0;0;0;0;1;10;4,4;32;-4,3;4;;5;3.4;1.6;3,97
14/7/1970;14;7;1970;5,25;12,6;-2,10;0;0;0;1;2;0;0;5,6;50;-1,1;1,6;;2;2.6;0.7;14,86
15/7/1970;15;7;1970;9,85;14,8;4,9;0;0;0;0;0;0;0;4,8;37;-3,2;1,6;;2;2.6;1.2;5,09
16/7/1970;16;7;1970;7,35;17,1;-2,40;0;0;0;1;2;7,4;74;4,2;38;-4,7;10,4;;13;8.7;1.9;11,57
17/7/1970;17;7;1970;12,60;20,1;5,1;0;0;0;0;0;7,8;80;4,9;39;-3,3;10,4;;13;9.2;2.6;3,04
18/7/1970;18;7;1970;9,55;17,2;1,9;0;0;0;0;0;0,4;4;2,8;20;-10,5;4;;5;3.0;1.8;8,00
19/7/1970;19;7;1970;5,60;14,6;-3,40;0;0;0;1;2;0;0;2,4;28;-15,8;0;;0;2.7;1.0;13,87
20/7/1970;20;7;1970;8,30;20,8;-4,20;0;0;0;1;3;6,8;69;3;37;-9,4;0;;0;8.5;0.9;10,75
21/7/1970;21;7;1970;10,70;19,2;2,2;0;0;0;0;0;3,8;38;4,5;39;-4,1;19,2;;24;6.0;3.6;6,78
22/7/1970;22;7;1970;10,10;20,1;0,1;0;0;0;0;0;6,8;69;4,9;39;-2,9;1,6;;2;8.7;1.0;8,28
23/7/1970;23;7;1970;7,90;18,9;-3,10;0;0;0;1;2;4,8;49;6,6;46;1,1;4;;5;7.0;0.8;11,02
24/7/1970;24;7;1970;18,70;24,2;13,2;0;0;0;0;0;4,4;44;10,5;48;7,2;0;;0;6.7;0.9;0,00
25/7/1970;25;7;1970;10,20;15,8;4,6;0;0;0;0;0;1,5;15;3,8;28;-6,6;0;;0;4.2;1.0;5,14
26/7/1970;26;7;1970;7,50;15;0;0;0;0;0;0;3,4;34;3,4;31;-7,9;0;;0;5.9;0.9;11,20
27/7/1970;27;7;1970;6,60;19,2;-6,00;0;0;0;1;3;4,4;44;3,1;35;-10,5;0;;0;6.8;0.8;12,38
28/7/1970;28;7;1970;9,35;14,8;3,9;0;0;0;0;0;0,3;3;6,1;48;0;10,4;;13;3.2;1.9;6,83
29/7/1970;29;7;1970;8,35;12,9;3,8;8,5;0;0;0;0;3;30;3,7;38;-10;19,2;;24;5.7;3.4;8,44
30/7/1970;30;7;1970;12,50;23,9;1,1;0;0;0;0;0;4,8;48;3,7;20;-7,2;19,2;;24;7.4;4.3;6,21
31/7/1970;31;7;1970;18,70;27,3;10,1;0;0;0;0;0;0;0;3,3;15;-9,6;29,6;;37;3.0;8.5;0,00
1/8/1970;1;8;1970;10,65;17,5;3,8;0;0;0;0;0;4,4;43;3,9;33;-5,8;19,2;;24;7.1;3.8;5,61
2/8/1970;2;8;1970;8,85;13,6;4,1;0;0;0;0;0;5,1;50;4,9;45;-2,8;10,4;;13;7.8;1.9;7,33
3/8/1970;3;8;1970;5,70;12,4;-1,00;0;0;0;1;1;9,4;92;3,2;34;-8,7;4;;5;11.9;1.2;14,33
4/8/1970;4;8;1970;3,35;13,9;-7,20;0;0;0;1;3;0;0;3,2;46;-8,7;4;;5;3.2;1.3;16,15
5/8/1970;5;8;1970;6,05;16;-3,90;0;0;0;1;2;5,6;54;3,2;41;-8,4;4;;5;8.5;1.3;13,15
6/8/1970;6;8;1970;7,45;14,9;0;0;0;0;0;0;9,6;93;2,9;35;-11,3;0;;0;12.4;0.9;11,28
7/8/1970;7;8;1970;4,80;15,1;-5,50;0;0;0;1;3;8,8;85;2,9;40;-9,9;4;;5;11.7;1.2;14,56
8/8/1970;8;8;1970;6,50;16,9;-3,90;0;0;0;1;2;9,3;90;2,2;20;-15,9;4;;5;12.4;1.5;12,58
9/8/1970;9;8;1970;4,45;15,1;-6,20;0;0;0;1;3;5,9;56;2,8;31;-10,7;4;;5;9.0;1.2;14,87
10/8/1970;10;8;1970;8,45;19,1;-2,20;0;0;0;1;2;7,7;74;3,1;35;-8,7;4;;5;11.0;1.5;10,37
11/8/1970;11;8;1970;7,95;18,3;-2,40;0;0;0;1;2;1,7;16;3,4;40;-7,5;4;;5;5.1;1.6;10,90
12/8/1970;12;8;1970;10,60;15,3;5,9;0;0;0;0;0;6,4;60;4,6;41;-3,8;10,4;;13;9.7;2.3;2,81
13/8/1970;13;8;1970;5,50;15,2;-4,20;0;0;0;1;3;4,1;39;1,9;19;-16,2;19,2;;24;7.6;3.6;13,86
14/8/1970;14;8;1970;13,55;21;6,1;0;0;0;0;0;8,7;82;4,8;29;-3,3;19,2;;24;12.3;4.2;1,45
15/8/1970;15;8;1970;12,10;25,4;-1,20;0;0;0;1;1;6,8;64;2,9;32;-11,3;4;;5;10.5;1.9;7,40
16/8/1970;16;8;1970;11,45;22,9;0;0;0;0;0;0;5,3;50;3,2;27;-9;0;;0;9.1;1.1;7,34
