Fecha;Dia;Mes;anio;Temperatura_Abrigo_150cm_Media;Temperatura_Abrigo_150cm_Maxima;Temperatura_Abrigo_150cm_Minima;Precipitacion_Pluviometrica;Granizo;Nieve;Helada;Clasificacion Heladas;Heliofania_Efectiva;Heliofania_Relativa;Tesion_Vapor_Media;Humedad_Media;Rocio_Medio;Velocidad_Viento_200cm_Media;Direccion_Viento_200cm;Velocidad_Viento_1000cm_Media;Radiacion_Global;Evapotranspiracion_Potencial;Horas_Frio
10/9/1984;10;9;1984;10,65;19;2,3;0;0;0;0;0;8,7;75;7,4;52;2,7;5,6;;7;15.7;2.0;6,75
11/9/1984;11;9;1984;11,30;20,2;2,4;1,6;0;0;0;0;3,7;32;8,3;53;4,3;12;;15;9.5;2.4;6,20
12/9/1984;12;9;1984;11,55;15,2;7,9;10;0;0;0;0;0,0;0;11,3;95;8,8;4,8;;6;4.9;1.1;0,00
13/9/1984;13;9;1984;10,00;12,1;7,9;1,5;0;0;0;0;0,0;0;11,5;92;9;7,2;;9;4.9;0.9;0,00
14/9/1984;14;9;1984;12,45;19,5;5,4;0;0;0;0;0;8,9;75;7,4;56;2,7;3,2;;4;16.4;2.1;2,72
15/9/1984;15;9;1984;9,90;16;3,8;0;0;0;0;0;8,5;72;5,5;53;-1,4;4,8;;6;16.0;2.2;6,30
16/9/1984;16;9;1984;7,55;16,2;-1,10;6,5;0;0;1;1;6,8;57;6,8;55;1,5;1,6;;2;13.9;1.5;11,24
17/9/1984;17;9;1984;10,90;13,2;8,6;3,1;0;0;0;0;0,0;0;13,1;97;11;4,8;;6;5.1;0.8;0,00
18/9/1984;18;9;1984;12,45;19,3;5,6;0;0;0;0;0;6,3;53;9,3;62;5,9;11,2;;14;13.5;2.6;2,45
19/9/1984;19;9;1984;11,65;18,3;5;0;0;0;0;0;8,3;69;8,1;59;3,9;7,2;;9;16.2;2.5;3,61
20/9/1984;20;9;1984;11,35;15,2;7,5;1,6;0;0;0;0;9,6;80;7,1;54;2,1;15,2;;19;18.0;3.5;0,00
21/9/1984;21;9;1984;10,05;15,6;4,5;0;0;0;0;0;9,4;78;8,7;67;5;7,2;;9;17.9;2.2;5,41
22/9/1984;22;9;1984;10,85;17,2;4,5;0,1;0;0;0;0;5,2;43;8,8;66;5,1;12,8;;16;12.4;2.5;4,72
23/9/1984;23;9;1984;10,70;12,9;8,5;17,6;0;0;0;0;0,0;0;11,4;93;8,9;4,8;;6;5.4;1.1;0,00
24/9/1984;24;9;1984;7,35;9,8;4,9;3,6;0;0;0;0;0,0;0;8,4;91;4,5;8,8;;11;5.5;1.2;10,29
25/9/1984;25;9;1984;8,15;10,9;5,4;0;0;0;0;0;2,2;18;8,4;81;4,5;4,8;;6;8.5;1.4;6,98
26/9/1984;26;9;1984;10,30;20,2;0,4;0;0;0;0;0;10,2;83;8,3;60;4,3;8,8;;11;19.6;2.7;8,00
27/9/1984;27;9;1984;12,10;20,4;3,8;0;0;0;0;0;6,2;50;9,2;61;5,8;8;;10;14.2;2.5;4,63
28/9/1984;28;9;1984;14,40;25;3,8;0;0;0;0;0;9,4;76;10,4;62;7,5;1,6;;2;18.7;2.5;3,62
29/9/1984;29;9;1984;16,80;27,1;6,5;0;0;0;0;0;10,5;84;12,3;57;10;4,8;;6;20.4;3.2;0,58
30/9/1984;30;9;1984;13,55;22,1;5;0;0;0;0;0;7,1;57;6,6;39;1,1;9,6;;12;15.7;3.5;2,81
1/10/1984;1;10;1984;13,60;18,4;8,8;0;0;0;0;0;7,0;56;7,2;49;2,3;7,2;;9;15.7;3.1;0,00
2/10/1984;2;10;1984;11,15;19,5;2,8;0;0;0;0;0;8,6;68;6,8;46;1,5;8,8;;11;18.1;3.1;6,04
3/10/1984;3;10;1984;10,50;17;4;0;0;0;0;0;10,5;83;5,6;48;-1,2;7,2;;9;20.9;3.2;5,54
4/10/1984;4;10;1984;11,10;19,8;2,4;0;0;0;0;0;11,6;92;5,9;40;-0,5;16,8;;21;22.6;4.5;6,34
5/10/1984;5;10;1984;13,90;20,3;7,5;0;0;0;0;0;10,6;84;6,8;40;1,5;14,4;;18;21.3;4.6;0,00
6/10/1984;6;10;1984;12,95;23,2;2,7;0;0;0;0;0;10,8;85;8,2;48;4,1;10,4;;13;21.7;3.7;5,03
7/10/1984;7;10;1984;16,10;25,1;7,1;0;0;0;0;0;8,7;68;11,8;56;9,4;8;;10;18.7;3.4;0,00
8/10/1984;8;10;1984;18,05;27,2;8,9;0;0;0;0;0;10,5;82;10,8;45;8,1;10,4;;13;21.5;4.4;0,00
9/10/1984;9;10;1984;15,45;22,9;8;0;0;0;0;0;7,9;61;8,7;45;5;7,2;;9;17.8;3.5;0,00
10/10/1984;10;10;1984;19,75;26,1;13,4;0;0;0;0;0;7,0;54;9,8;41;6,7;17,6;;22;16.5;5.7;0,00
11/10/1984;11;10;1984;16,60;28,3;4,9;0;0;0;0;0;9,4;73;8,6;41;4,8;12,8;;16;20.2;4.7;2,15
12/10/1984;12;10;1984;12,10;21;3,2;0;0;0;0;0;10,7;82;7,3;48;2,5;8;;10;22.2;3.6;5,12
13/10/1984;13;10;1984;11,50;20,5;2,5;0;0;0;0;0;5,6;43;7,5;44;2,9;3,2;;4;14.7;2.5;6,00
14/10/1984;14;10;1984;15,80;20,2;11,4;0;0;0;0;0;0,7;5;11,8;68;9,4;1,6;;2;7.5;1.9;0,00
15/10/1984;15;10;1984;15,40;23,2;7,6;0;0;0;0;0;4,8;37;15,6;74;13,6;3,2;;4;13.7;2.2;0,00
16/10/1984;16;10;1984;14,10;23,2;5;0;0;0;0;0;10,0;76;6,2;36;0,2;21,6;;27;21.6;6.1;2,64
17/10/1984;17;10;1984;12,05;20,1;4;0;0;0;0;0;8,4;64;8,2;53;4,1;4,8;;6;19.3;3.0;4,47
18/10/1984;18;10;1984;11,85;19,2;4,5;0,8;0;0;0;0;3,6;27;10,2;60;7,3;3,2;;4;12.1;2.1;4,08
19/10/1984;19;10;1984;16,10;24,6;7,6;0,7;0;0;0;0;4,0;30;11,5;57;9;8,8;;11;12.7;3.1;0,00
20/10/1984;20;10;1984;17,00;21,6;12,4;0;0;0;0;0;9,0;68;6,5;33;0,9;16,8;;21;20.5;6.0;0,00
21/10/1984;21;10;1984;13,65;20,9;6,4;0;0;0;0;0;5,1;38;6,6;37;1,1;8;;10;14.6;3.6;0,99
22/10/1984;22;10;1984;15,65;26,3;5;0,4;0;0;0;0;8,2;61;11,5;48;9;5,6;;7;19.4;3.4;2,25
23/10/1984;23;10;1984;17,55;26,1;9;0;0;0;0;0;8,8;66;11;46;8,4;1,6;;2;20.4;3.4;0,00
24/10/1984;24;10;1984;19,80;27,4;12,2;1;0;0;0;0;5,0;37;12,9;61;10,7;4,8;;6;14.6;3.5;0,00
25/10/1984;25;10;1984;15,50;21,9;9,1;0;0;0;0;0;12,0;89;6,9;37;1,7;12,8;;16;25.6;5.4;0,00
26/10/1984;26;10;1984;16,50;28,4;4,6;0,1;0;0;0;0;11,4;84;6,5;27;0,9;13,6;;17;24.7;5.8;2,42
27/10/1984;27;10;1984;17,80;23;12,6;1,1;0;0;0;0;5,8;43;9,2;53;5,8;4,8;;6;16.0;3.7;0,00
28/10/1984;28;10;1984;15,30;20,6;10;1,9;0;0;0;0;0,0;0;10,6;70;7,8;7,2;;9;7.0;2.5;0,00
29/10/1984;29;10;1984;11,65;17,3;6;0;0;0;0;0;11,0;81;6,3;43;0,4;17,6;;22;24.4;5.2;2,12
30/10/1984;30;10;1984;11,50;19;4;0;0;0;0;0;9,7;71;7,4;50;2,7;4,8;;6;22.4;3.4;4,80
31/10/1984;31;10;1984;13,60;20,1;7,1;0;0;0;0;0;3,3;24;10,9;60;8,2;4,8;;6;12.3;2.5;0,00
1/11/1984;1;11;1984;11,40;18,2;4,6;0;0;0;0;0;2,0;15;8,7;52;5;3,2;;4;10.3;2.1;4,24
2/11/1984;2;11;1984;13,35;20,1;6,6;0;0;0;0;0;11,1;80;7,2;42;2,3;11,2;;14;24.9;4.8;0,71
3/11/1984;3;11;1984;12,40;20,2;4,6;0,4;0;0;0;0;12,3;89;7,7;49;3,2;4,8;;6;26.9;4.0;3,69
4/11/1984;4;11;1984;12,90;20,1;5,7;7,7;0;0;0;0;2,2;16;10,4;65;7,5;15,2;;19;10.8;3.0;2,17
5/11/1984;5;11;1984;12,80;19,1;6,5;0,5;0;0;0;0;1,0;7;12;68;9,7;4,8;;6;8.9;1.9;0,95
6/11/1984;6;11;1984;15,70;19;12,4;5,7;0;0;0;0;0,5;4;15,4;93;13,4;3,2;;4;8.1;1.7;0,00
7/11/1984;7;11;1984;14,10;18,1;10,1;15;0;0;0;0;0,0;0;16;90;14;1,6;;2;7.4;1.3;0,00
8/11/1984;8;11;1984;18,60;24,2;13;0;0;0;0;0;4,1;29;10,2;53;7,3;15,2;;19;14.0;5.1;0,00
9/11/1984;9;11;1984;14,85;21,4;8,3;0;0;0;0;0;10,2;73;8,7;46;5;8,8;;11;23.9;4.6;0,00
10/11/1984;10;11;1984;12,20;18,3;6,1;2,5;0;0;0;0;3,8;27;11;70;8,4;3,2;;4;13.6;2.3;1,77
11/11/1984;11;11;1984;14,30;21,9;6,7;0;0;0;0;0;10,7;76;11;65;8,4;3,2;;4;24.9;3.8;0,47
12/11/1984;12;11;1984;16,20;25;7,4;0;0;0;0;0;11,8;83;10,1;48;7,1;8,8;;11;26.7;5.0;0,00
13/11/1984;13;11;1984;16,75;26,3;7,2;2,2;0;0;0;0;11,9;84;10,1;43;7,1;7,2;;9;26.9;5.0;0,00
14/11/1984;14;11;1984;16,10;20,5;11,7;0;0;0;0;0;4,4;31;13;79;10,9;4,8;;6;14.8;3.0;0,00
15/11/1984;15;11;1984;16,70;26,4;7;0;0;0;0;0;11,7;82;10,5;47;7,7;7,2;;9;26.7;4.9;0,00
16/11/1984;16;11;1984;15,75;22,5;9;0;0;0;0;0;12,7;89;10,9;52;8,2;4,8;;6;28.4;4.7;0,00
17/11/1984;17;11;1984;14,60;18,2;11;0;0;0;0;0;2,8;20;9,8;57;6,7;7,2;;9;12.3;3.1;0,00
18/11/1984;18;11;1984;19,20;28,6;9,8;0;0;0;0;0;12,9;90;14;59;12;5,6;;7;28.9;5.3;0,00
19/11/1984;19;11;1984;19,70;29,6;9,8;0;0;0;0;0;12,8;89;13,9;52;11,9;1,6;;2;28.8;4.9;0,00
20/11/1984;20;11;1984;23,75;31,2;16,3;0;0;0;0;0;11,3;78;10,5;30;7,7;21,6;;27;26.4;9.0;0,00
21/11/1984;21;11;1984;19,80;28,2;11,4;0;0;0;0;0;12,4;86;10,3;40;7,4;7,2;;9;28.2;5.8;0,00
22/11/1984;22;11;1984;16,70;23,1;10,3;0;0;0;0;0;12,9;89;7,6;35;3;12;;15;29.1;6.2;0,00
23/11/1984;23;11;1984;16,60;23;10,2;0;0;0;0;0;10,5;72;8,6;39;4,8;12;;15;25.2;5.7;0,00
24/11/1984;24;11;1984;17,70;24,4;11;0;0;0;0;0;12,8;88;9,1;43;5,6;8,8;;11;29.0;5.8;0,00
25/11/1984;25;11;1984;18,45;26,2;10,7;0;0;0;0;0;12,5;86;9;37;5,4;12,8;;16;28.6;6.5;0,00
26/11/1984;26;11;1984;17,80;27,8;7,8;0;0;0;0;0;12,6;87;9,2;40;5,8;4,8;;6;28.8;5.2;0,00
27/11/1984;27;11;1984;19,60;31,5;7,7;0;0;0;0;0;9,1;62;16,9;54;14,9;4,8;;6;23.0;4.4;0,00
28/11/1984;28;11;1984;23,40;30,6;16,2;0;0;0;0;0;13,7;94;12;36;9,7;7,2;;9;30.7;6.7;0,00
29/11/1984;29;11;1984;19,45;27,4;11,5;0;0;0;0;0;8,5;58;9,9;35;6,8;16,8;;21;22.1;6.6;0,00
30/11/1984;30;11;1984;18,10;25,1;11,1;0;0;0;0;0;5,5;38;9,2;43;5,8;11,2;;14;17.1;5.0;0,00
1/12/1984;1;12;1984;14,75;20,6;8,9;0;0;0;0;0;11,7;80;5,9;32;-0,5;24,8;;31;27.5;7.9;0,00
2/12/1984;2;12;1984;16,85;25,4;8,3;0;0;0;0;0;9,7;66;9;38;5,4;27,2;;34;24.2;7.7;0,00
3/12/1984;3;12;1984;22,70;29,2;16,2;0;0;0;0;0;9,2;63;12,4;42;10,1;19,2;;24;23.4;7.6;0,00
4/12/1984;4;12;1984;20,65;30,3;11;0;0;0;0;0;11,7;79;10,6;36;7,8;10,4;;13;27.6;6.4;0,00
5/12/1984;5;12;1984;18,60;26;11,2;0;0;0;0;0;12,9;87;8,3;39;4,3;10,4;;13;29.6;6.4;0,00
6/12/1984;6;12;1984;16,20;24,4;8;0;0;0;0;0;11,9;81;8,4;41;4,5;3,2;;4;28.0;4.8;0,00
7/12/1984;7;12;1984;17,15;27,3;7;0;0;0;0;0;2,6;18;11,1;52;8,5;4,8;;6;12.4;3.2;0,00
8/12/1984;8;12;1984;17,85;26,3;9,4;0;0;0;0;0;9,3;63;7,6;31;3;10,4;;13;23.7;5.8;0,00
9/12/1984;9;12;1984;16,90;25,1;8,7;0;0;0;0;0;9,5;64;7,4;30;2,7;15,2;;19;24.0;6.4;0,00
10/12/1984;10;12;1984;18,20;26,6;9,8;1,1;0;0;0;0;8,1;55;10,5;41;7,7;7,2;;9;21.7;4.8;0,00
11/12/1984;11;12;1984;20,60;27,4;13,8;0;0;0;0;0;4,9;33;12;53;9,7;12,8;;16;16.3;5.3;0,00
12/12/1984;12;12;1984;16,15;21,3;11;0;0;0;0;0;7,9;53;7,6;41;3;12;;15;21.4;5.4;0,00
13/12/1984;13;12;1984;15,55;22,5;8,6;0;0;0;0;0;12,7;86;7,7;37;3,2;8,8;;11;29.4;5.6;0,00
14/12/1984;14;12;1984;16,45;26,8;6,1;0;0;0;0;0;11,6;78;10;43;7;3,2;;4;27.6;4.7;1,04
15/12/1984;15;12;1984;19,25;27,4;11,1;0;0;0;0;0;9,7;65;10,8;40;8,1;9,6;;12;24.4;5.7;0,00
16/12/1984;16;12;1984;18,55;25,2;11,9;0,2;0;0;0;0;9,3;63;11,8;54;9,4;3,2;;4;23.8;4.5;0,00
17/12/1984;17;12;1984;17,95;24;11,9;0;0;0;0;0;10,8;73;11;52;8,4;7,2;;9;26.3;5.3;0,00
18/12/1984;18;12;1984;18,55;27,3;9,8;0;0;0;0;0;9,5;64;10,4;45;7,5;6,4;;8;24.1;5.1;0,00
19/12/1984;19;12;1984;18,85;25,9;11,8;45,8;0;0;0;0;5,4;36;15;63;13;4,8;;6;17.2;3.7;0,00
20/12/1984;20;12;1984;20,35;27,5;13,2;0;0;0;0;0;10,1;68;15,3;55;13,3;4,8;;6;25.1;5.0;0,00
21/12/1984;21;12;1984;23,15;31,8;14,5;0;0;0;0;0;10,7;72;11,6;34;9,2;8;;10;26.1;6.3;0,00
22/12/1984;22;12;1984;21,20;29,3;13,1;3;0;0;0;0;3,6;24;11,7;65;9,3;10,4;;13;14.2;4.9;0,00
23/12/1984;23;12;1984;15,75;19,3;12,2;7,2;0;0;0;0;1,1;7;13,5;76;11,4;5,6;;7;10.0;2.4;0,00
24/12/1984;24;12;1984;20,55;25,1;16;3,9;0;0;0;0;4,3;29;16;74;14;8,8;;11;15.4;4.1;0,00
25/12/1984;25;12;1984;19,80;24,3;15,3;3,8;0;0;0;0;3,8;26;16,5;72;14,5;4,8;;6;14.5;3.4;0,00
26/12/1984;26;12;1984;19,60;23,2;16;1,5;0;0;0;0;5,6;38;17;76;15;4,8;;6;17.6;3.7;0,00
27/12/1984;27;12;1984;22,65;30,4;14,9;1,4;0;0;0;0;9,4;63;13,7;46;11,6;10,4;;13;23.9;6.2;0,00
28/12/1984;28;12;1984;23,15;29,3;17;0;0;0;0;0;9,0;61;20;65;17,5;1,6;;2;23.3;4.8;0,00
29/12/1984;29;12;1984;22,85;28,8;16,9;0;0;0;0;0;12,7;86;12,7;40;10,5;11,2;;14;29.5;7.1;0,00
30/12/1984;30;12;1984;21,80;28,6;15;0;0;0;0;0;11,8;80;12,3;40;10;10,4;;13;27.9;6.6;0,00
31/12/1984;31;12;1984;17,95;26,1;9,8;0;0;0;0;0;13,1;89;11,1;48;8,5;1,6;;2;30.1;5.0;0,00
1/1/1985;1;1;1985;21,40;31,8;11;0;0;0;0;0;10,9;74;14,6;44;12,6;8,8;;11;26.4;5.9;0,00
2/1/1985;2;1;1985;23,25;32,5;14;0;0;0;0;0;12,0;81;15;40;13;5,6;;7;28.3;6.1;0,00
4/1/1985;4;1;1985;20,35;29,9;10,8;0;0;0;0;0;8,2;56;10,8;51;8,1;3,2;;4;21.8;4.6;0,00
5/1/1985;5;1;1985;17,80;27;8,6;0;0;0;0;0;13,2;90;10,9;45;8,2;4,8;;6;30.2;5.4;0,00
6/1/1985;6;1;1985;21,70;33,3;10,1;0;0;0;0;0;12,9;88;13,1;41;11;3,2;;4;29.7;5.7;0,00
7/1/1985;7;1;1985;22,30;31,6;13;0;0;0;0;0;12,2;83;13,5;44;11,4;1,6;;2;28.5;5.4;0,00
8/1/1985;8;1;1985;23,80;35,5;12,1;0;0;0;0;0;11,9;81;12,4;32;10,1;4,8;;6;28.0;6.0;0,00
9/1/1985;9;1;1985;22,35;31,5;13,2;0;0;0;0;0;12,7;87;9,6;32;6,4;5,6;;7;29.3;6.1;0,00
10/1/1985;10;1;1985;23,30;31,6;15;0;0;0;0;0;12,7;87;13,6;44;11,5;5,6;;7;29.2;6.2;0,00
11/1/1985;11;1;1985;24,50;34;15;0;0;0;0;0;12,7;87;14,4;43;12,4;6,4;;8;29.2;6.5;0,00
12/1/1985;12;1;1985;22,50;32;13;0;0;0;0;0;10,4;71;13,1;43;11;1,6;;2;25.3;5.0;0,00
13/1/1985;13;1;1985;25,35;33,8;16,9;0;0;0;0;0;8,3;57;15,4;48;13,4;5,6;;7;21.8;5.5;0,00
14/1/1985;14;1;1985;21,75;28;15,5;0;0;0;0;0;7,8;54;12,3;44;10;12,8;;16;20.9;6.1;0,00
15/1/1985;15;1;1985;20,70;26,5;14,9;0;0;0;0;0;12,5;86;10,3;45;7,4;11,2;;14;28.7;6.7;0,00
16/1/1985;16;1;1985;20,60;31;10,2;0;0;0;0;0;12,8;88;14,4;51;12,4;3,2;;4;29.2;5.4;0,00
17/1/1985;17;1;1985;23,75;33,2;14,3;0;0;0;0;0;11,2;77;14,5;41;12,5;1,6;;2;26.5;5.3;0,00
18/1/1985;18;1;1985;24,00;32,7;15,3;0;0;0;0;0;12,8;89;15;41;13;8,8;;11;29.1;6.7;0,00
19/1/1985;19;1;1985;21,10;30,3;11,9;0;0;0;0;0;11,1;77;11,4;39;8,9;7,2;;9;26.2;5.7;0,00
20/1/1985;20;1;1985;18,35;24,2;12,5;0;0;0;0;0;13,2;92;9,2;41;5,8;4,8;;6;29.7;5.4;0,00
21/1/1985;21;1;1985;17,80;28,6;7;9,9;0;0;0;0;8,9;62;11,2;50;8,6;8,8;;11;22.5;4.9;0,00
22/1/1985;22;1;1985;18,75;25,1;12,4;0;0;0;0;0;9,8;68;12,9;58;10,7;7,2;;9;24.0;4.9;0,00
23/1/1985;23;1;1985;22,50;29;16;0;0;0;0;0;5,4;38;17,3;62;15,2;7,2;;9;16.6;4.3;0,00
24/1/1985;24;1;1985;19,10;25,2;13;0;0;0;0;0;1,8;13;12,1;51;9,8;8,8;;11;10.7;3.7;0,00
25/1/1985;25;1;1985;19,80;28;11,6;0;0;0;0;0;11,9;83;11,8;50;9,4;3,2;;4;27.3;5.0;0,00
26/1/1985;26;1;1985;20,35;29,9;10,8;0;0;0;0;0;9,2;65;13,8;54;11,8;2,4;;3;22.8;4.4;0,00
27/1/1985;27;1;1985;19,90;27;12,8;5,7;0;0;0;0;4,0;28;15,1;58;13,1;5,6;;7;14.2;3.5;0,00
28/1/1985;28;1;1985;21,85;28,9;14,8;0;0;0;0;0;12,0;85;15,8;55;13,8;8,8;;11;27.3;5.8;0,00
29/1/1985;29;1;1985;22,00;29;15;0,1;0;0;0;0;9,9;70;14,7;58;12,7;9,6;;12;23.8;5.6;0,00
30/1/1985;30;1;1985;18,15;24;12,3;9,8;1;0;0;0;8,4;60;13,5;68;11,4;1,6;;2;21.2;3.8;0,00
31/1/1985;31;1;1985;17,20;20,8;13,6;0,2;0;0;0;0;2,6;18;14,6;75;12,6;3,2;;4;11.7;2.5;0,00
1/2/1985;1;2;1985;17,30;25,4;9,2;0;0;0;0;0;11,8;84;14,2;64;12,2;5,6;;7;26.7;4.5;0,00
2/2/1985;2;2;1985;20,85;29,1;12,6;0;0;0;0;0;12,0;86;13,7;52;11,6;4,8;;6;26.9;5.2;0,00
3/2/1985;3;2;1985;20,45;28,9;12;0;0;0;0;0;11,3;81;13,3;48;11,2;7,2;;9;25.7;5.3;0,00
4/2/1985;4;2;1985;21,30;31,2;11,4;0;0;0;0;0;12,1;87;16,9;62;14,9;1,6;;2;26.9;4.8;0,00
5/2/1985;5;2;1985;25,40;35,9;14,9;0;0;0;0;0;11,8;85;13,8;38;11,8;5,6;;7;26.4;5.9;0,00
6/2/1985;6;2;1985;23,90;31,7;16,1;13;1;0;0;0;1,5;11;19,7;83;17,3;4,8;;6;9.7;3.0;0,00
7/2/1985;7;2;1985;20,55;28,1;13;0;0;0;0;0;12,0;87;16,8;69;14,8;3,2;;4;26.5;4.7;0,00
8/2/1985;8;2;1985;19,50;25,1;13,9;0;0;0;0;0;12,3;89;8,7;36;5;8,8;;11;26.9;5.7;0,00
9/2/1985;9;2;1985;17,05;25;9,1;0;0;0;0;0;9,9;72;11;49;8,4;1,6;;2;23.0;3.8;0,00
10/2/1985;10;2;1985;17,15;24,7;9,6;0;0;0;0;0;11,8;86;12,1;55;9,8;3,2;;4;26.0;4.2;0,00
11/2/1985;11;2;1985;20,00;30,1;9,9;0;0;0;0;0;11,4;84;12,1;40;9,8;7,2;;9;25.2;5.1;0,00
12/2/1985;12;2;1985;24,80;33,4;16,2;0;0;0;0;0;12,2;90;15,4;45;13,4;5,6;;7;26.4;5.7;0,00
13/2/1985;13;2;1985;26,05;34,4;17,7;0,1;0;0;0;0;11,8;87;16,9;45;14,9;12,8;;16;25.7;6.9;0,00
14/2/1985;14;2;1985;25,55;34,2;16,9;0;0;0;0;0;10,5;78;10;35;7;12;;15;23.5;6.9;0,00
15/2/1985;15;2;1985;17,30;22,4;12,2;0;0;0;0;0;9,2;68;8,8;44;5,1;11,2;;14;21.4;5.0;0,00
16/2/1985;16;2;1985;20,10;30,1;10,1;0;0;0;0;0;12,4;92;13,4;50;11,3;4,8;;6;26.3;4.8;0,00
17/2/1985;17;2;1985;22,10;32,4;11,8;0;0;0;0;0;11,3;84;17,3;57;15,2;1,6;;2;24.5;4.4;0,00
18/2/1985;18;2;1985;23,05;31,1;15;0;0;0;0;0;12,6;94;15;52;13;3,2;;4;26.4;5.0;0,00
19/2/1985;19;2;1985;23,65;30,2;17,1;0;0;0;0;0;11,6;87;13,6;45;11,5;4,8;;6;24.8;5.1;0,00
20/2/1985;20;2;1985;21,40;31,7;11,1;0;0;0;0;0;11,1;84;15,7;56;13,7;1,6;;2;23.9;4.2;0,00
21/2/1985;21;2;1985;23,55;33,3;13,8;0;0;0;0;0;11,4;86;15;53;13;1,6;;2;24.3;4.5;0,00
22/2/1985;22;2;1985;23,50;34,1;12,9;0;0;0;0;0;11,7;89;14,2;45;12,2;3,2;;4;24.6;4.7;0,00
23/2/1985;23;2;1985;18,90;25,1;12,7;0;0;0;0;0;4,9;37;12,5;63;10,3;3,2;;4;14.1;3.1;0,00
24/2/1985;24;2;1985;15,85;25,7;6;0;0;0;0;0;11,7;89;11,3;58;8,8;3,2;;4;24.4;3.6;1,22
25/2/1985;25;2;1985;18,20;26,4;10;0;0;0;0;0;10,5;80;9,9;44;6,8;10,4;;13;22.5;4.8;0,00
26/2/1985;26;2;1985;18,60;25,3;11,9;0;0;0;0;0;11,9;91;8,7;47;5;4,8;;6;24.5;4.3;0,00
27/2/1985;27;2;1985;18,80;31,9;5,7;0;0;0;0;0;10,1;78;12,8;53;10,6;4,8;;6;21.6;3.9;1,19
28/2/1985;28;2;1985;19,85;29,9;9,8;0;0;0;0;0;10,7;83;13,3;56;11,2;1,6;;2;22.4;3.7;0,00
1/3/1985;1;3;1985;20,55;32,2;8,9;0;0;0;0;0;11,0;85;12,5;48;10,3;1,6;;2;22.8;3.8;0,00
2/3/1985;2;3;1985;21,00;29,2;12,8;0;0;0;0;0;11,0;85;14,4;56;12,4;3,2;;4;22.7;4.0;0,00
3/3/1985;3;3;1985;24,85;36,6;13,1;0;0;0;0;0;8,4;65;18,9;49;16,6;5,6;;7;18.7;4.3;0,00
4/3/1985;4;3;1985;29,50;36,4;22,6;0;0;0;0;0;11,3;88;25,2;63;21,2;3,2;;4;22.9;5.3;0,00
5/3/1985;5;3;1985;26,85;33,3;20,4;0;0;0;0;0;11,2;88;19,2;60;16,9;4,8;;6;22.6;5.0;0,00
6/3/1985;6;3;1985;17,80;24;11,6;0;0;0;0;0;10,5;83;8,9;40;5,3;4,8;;6;21.4;3.7;0,00
7/3/1985;7;3;1985;15,90;24,1;7,7;0;0;0;0;0;10,7;85;9,1;44;5,6;4,8;;6;21.6;3.5;0,00
8/3/1985;8;3;1985;19,10;28,4;9,8;0;0;0;0;0;11,3;90;10,9;44;8,2;5,6;;7;22.4;4.0;0,00
9/3/1985;9;3;1985;20,00;30,1;9,9;0;0;0;0;0;10,5;84;13,3;56;11,2;4,8;;6;21.1;3.8;0,00
10/3/1985;10;3;1985;20,30;31;9,6;0;0;0;0;0;10,8;86;10,6;41;7,8;7,2;;9;21.4;4.3;0,00
11/3/1985;11;3;1985;16,90;25,5;8,3;0;0;0;0;0;9,0;72;10,8;56;8,1;3,2;;4;18.7;3.0;0,00
12/3/1985;12;3;1985;15,80;25,2;6,4;0;0;0;0;0;10,4;84;8,1;39;3,9;11,2;;14;20.6;4.2;0,77
13/3/1985;13;3;1985;20,80;26,8;14,8;0;0;0;0;0;10,9;88;10,9;45;8,2;5,6;;7;21.2;4.0;0,00
14/3/1985;14;3;1985;20,50;29,3;11,7;0;0;0;0;0;10,8;87;12,1;44;9,8;8,8;;11;20.9;4.3;0,00
15/3/1985;15;3;1985;19,65;26;13,3;0;0;0;0;0;9,0;73;10,7;46;8;11,2;;14;18.2;4.4;0,00
16/3/1985;16;3;1985;22,00;29;15;0;0;0;0;0;7,7;63;11,5;43;9;4,8;;6;16.3;3.6;0,00
17/3/1985;17;3;1985;17,15;22,6;11,7;0;0;0;0;0;10,1;83;8,5;48;4,6;12,8;;16;19.5;4.4;0,00
18/3/1985;18;3;1985;13,25;23,6;2,9;0;0;0;0;0;10,6;87;8,8;55;5,1;2,4;;3;20.1;2.5;4,75
19/3/1985;19;3;1985;15,90;22,9;8,9;0;0;0;0;0;5,3;44;8,6;48;4,8;11,2;;14;12.7;3.5;0,00
20/3/1985;20;3;1985;12,35;18,5;6,2;0;0;0;0;0;9,3;77;5,8;36;-0,7;12;;15;18.0;3.7;1,56
21/3/1985;21;3;1985;17,20;23,3;11,1;0;0;0;0;0;8,3;69;8,8;43;5,1;12,8;;16;16.6;4.1;0,00
22/3/1985;22;3;1985;16,25;22,5;10;0;0;0;0;0;2,0;17;9,3;58;5,9;5,6;;7;8.0;2.5;0,00
23/3/1985;23;3;1985;12,65;19,9;5,4;0,2;0;0;0;0;7,3;61;8,5;55;4,6;1,6;;2;15.0;2.0;2,65
24/3/1985;24;3;1985;11,25;14,2;8,3;15,5;0;0;0;0;0,0;0;10,7;87;8;8,8;;11;5.2;1.4;0,00
25/3/1985;25;3;1985;10,65;12;9,3;2,3;0;0;0;0;0,0;0;12,7;96;10,5;4,8;;6;5.1;0.8;0,00
