id_Estacion;id_Dato (FK);Fecha;Dia;Mes;Anio;Temperatura Media [C];Temperatura Maxima [C];Temperatura Minima [C];Temperatura Media [F];Temperatura Maxima [F];Temperatura Minima [F];Lluvia [mm];Velocidad Media [km/h];Velocidad Maxima [km/h];Direccion Dominante;HR% Media;HR% Maxima;HR% Minima;Indice de Calor Media [C];Indice de Calor Maxima [C];Indice de Calor Minima [C];Indice de Calor Media [F];Indice de Calor Maxima [F];Indice de Calor Minima [F];Radiacion Global [w/m2];Radiacion Global Max [w/m2];UV Indice;UV Dosis;UV Indice Maximo;Evatranspiracion ET [mm] ;Punto de Rocio [Td] Media;Punto de Rocio [Td] Maxima;Punto de Rocio [Td] Minima
EEA01;131;9/12/2011;9;12;2011;25,1;33,4;17,7;77,18;92,12;63,86;0;4,2;30,6;ESE;51;78;17;25,97;48,68;22,09;78,74;119,62;71,76;996;1018;;;;;15,3;29;1,1
EEA01;132;10/12/2011;10;12;2011;23,9;30,3;13,8;75,02;86,54;56,84;0;9,5;40,2;SSW;35;74;16;25,15;36,85;21,19;77,27;98,34;70,13;1002;1095;;;;;10,9;25,1;-3
EEA01;133;11/12/2011;11;12;2011;18,8;24,6;12,1;65,84;76,28;53,78;0;9,7;35,4;S;39;72;24;25,55;25,48;25,67;78;77,87;78,2;1012;1062;;;;;6,6;19;-3,1
EEA01;134;12/12/2011;12;12;2011;20,9;28,9;13,3;69,62;84,02;55,94;0;4,3;33,8;SSW;46;87;21;25,07;36,02;23,72;77,13;96,83;74,69;993;997;;;;;10,1;26,3;-2,5
EEA01;135;13/12/2011;13;12;2011;23,4;31,3;10,4;74,12;88,34;50,72;0;3,2;27,4;NNE;34;77;16;24,99;40,79;21,2;76,98;105,43;70,16;985;988;;;;;10,2;26,7;-6,4
EEA01;136;14/12/2011;14;12;2011;24,3;32,3;12,2;75,74;90,14;53,96;0;2,3;20,9;NNE;32;81;17;25,18;45,92;21,75;77,32;114,66;71,14;990;993;;;;;10,7;28,5;-4,4
EEA01;137;15/12/2011;15;12;2011;23,9;32,8;12,9;75,02;91,04;55,22;0;2,7;24,1;SSE;48;88;20;25,36;51,5;23,32;77,64;124,69;73,98;987;1018;;;;;13,5;30,4;-3,1
EEA01;138;16/12/2011;16;12;2011;25,2;33;17,2;77,36;91,4;62,96;0;3,4;16,1;SE;46;69;24;25,93;43,04;23,92;78,67;109,48;75,05;970;972;;;;;14,4;26,8;2
EEA01;139;17/12/2011;17;12;2011;26,6;36,2;13,9;79,88;97,16;57,02;0;4,7;46,7;SSW;45;94;14;26,81;73,92;20,15;80,26;165,06;68,26;953;965;;;;;15,6;35;-3,3
EEA01;140;18/12/2011;18;12;2011;25;30,4;18,9;77;86,72;66,02;0;9,2;35,4;S;32;54;12;25,44;32,38;21,1;77,8;90,29;69,99;988;993;;;;;11,4;21,2;1,3
EEA01;141;19/12/2011;19;12;2011;24,2;32,2;12,4;75,56;89,96;54,32;0;5,8;33,8;SSW;31;66;17;25,11;39,54;21,73;77,19;103,18;71,12;980;984;;;;;10,4;25,4;-4,2
EEA01;142;20/12/2011;20;12;2011;22,1;30,2;13,6;71,78;86,36;56,48;0;6,1;32,2;S;39;68;22;24,95;35,03;24,09;76,92;95,06;75,36;978;979;;;;;9,9;23,8;-2
EEA01;143;21/12/2011;21;12;2011;19,2;26,2;9,1;66,56;79,16;48,38;0;8;37;S;42;88;19;25,52;28,45;23,86;77,94;83,21;74,94;978;983;;;;;7,6;23,8;-7,1
EEA01;144;22/12/2011;22;12;2011;16,6;21,9;11;61,88;71,42;51,8;0;10,8;37;S;32;46;19;25,79;25;23,23;78,43;77;73,81;999;1055;;;;;3;11,1;-5,2
EEA01;145;23/12/2011;23;12;2011;14,5;21,7;5,2;58,1;71,06;41,36;0;3,2;24,1;S;39;90;14;28,58;20,04;19,7;83,44;68,06;67,46;992;997;;;;;2,3;19,7;-12
EEA01;146;24/12/2011;24;12;2011;17,1;27,7;2,9;62,78;81,86;37,22;0;4;30,6;NNW;45;94;14;26,81;33,44;20,04;80,26;92,2;68,07;996;998;;;;;6,1;26,5;-14,3
EEA01;147;25/12/2011;25;12;2011;23,5;33,3;12,5;74,3;91,94;54,5;0;4;33,8;NNW;36;80;14;25,08;49,33;19,89;77,14;120,8;67,8;988;991;;;;;10,7;29,3;-4,7
EEA01;148;26/12/2011;26;12;2011;23,9;36,6;11,3;75,02;97,88;52,34;0;1,4;16,1;SSW;56;93;11;25,29;75,46;17,47;77,52;167,83;63,45;974;981;;;;;15,1;35,2;-6,5
EEA01;149;27/12/2011;27;12;2011;25,9;35,8;14,8;78,62;96,44;58,64;0;6,8;41,8;SE;48;95;25;26,42;72,37;24,83;79,56;162,26;76,7;1011;1037;;;;;15,5;34,8;-0,2
EEA01;150;28/12/2011;28;12;2011;28,3;37,3;19,1;82,94;99,14;66,38;1,6;2,1;20,9;SE;50;88;25;28,79;74,93;23,95;83,83;166,87;75,1;979;983;;;;;18,3;34,9;4,1
EEA01;151;29/12/2011;29;12;2011;26,7;34,6;15,6;80,06;94,28;60,08;0;4;27,4;SSW;37;88;10;26,52;60,12;18,73;79,73;140,21;65,72;1024;1034;;;;;14,1;32,2;-2,4
EEA01;152;30/12/2011;30;12;2011;24,8;34,3;13,3;76,64;93,74;55,94;0;1,4;20,9;NNE;53;97;16;25,8;65,04;21,16;78,45;149,07;70,08;976;981;;;;;15,4;33,7;-3,5
EEA01;153;31/12/2011;31;12;2011;27,1;38,8;11,8;80,78;101,84;53,24;0;1,6;22,5;SW;51;99;12;27,58;97,14;18,38;81,64;206,86;65,08;;;;;;;17,3;38,6;-5,8
EEA01;154;1/1/2012;1;1;2012;28,9;36,7;20,8;84,02;98,06;69,44;0;3,5;24,1;SSW;34;73;15;28,04;59,14;22,6;82,47;138,45;72,68;;;;;;;15,7;31,3;3,8
EEA01;155;2/1/2012;2;1;2012;25,3;31,7;18,9;77,54;89,06;66,02;0;5,3;24,1;SE;38;51;21;25,77;34,05;23,22;78,38;93,29;73,8;;;;;;;12,9;21,9;3,1
EEA01;156;3/1/2012;3;1;2012;25,4;36,5;13,5;77,72;97,7;56,3;0;1,3;12,9;NNE;55;95;29;26,25;76,74;26,9;79,24;170,13;80,43;;;;;;;16,4;35,5;-0,7
EEA01;157;4/1/2012;4;1;2012;26,7;39,3;14,3;80,06;102,74;57,74;0;0,6;8;SSW;63;96;18;27,9;97,1;22,17;82,22;206,78;71,9;;;;;;;19,3;38,5;-2,1
EEA01;158;5/1/2012;5;1;2012;28,2;37,7;19,4;82,76;99,86;66,92;0;2,6;22,5;SSW;39;93;10;27,77;82,46;20,84;81,99;180,43;69,51;;;;;;;16;36,3;1,4
EEA01;159;6/1/2012;6;1;2012;24;30,5;14,7;75,2;86,9;58,46;0;6;38,6;ESE;51;93;29;25,39;43,78;26,14;77,7;110,8;79,05;;;;;;;14,2;29,1;0,5
EEA01;160;7/1/2012;7;1;2012;27,1;37,7;18,2;80,78;99,86;64,76;0;5,1;35,4;NNW;44;66;18;27,15;58,13;22,45;80,87;136,64;72,41;;;;;;;15,9;30,9;1,8
EEA01;161;8/1/2012;8;1;2012;26,4;34,7;18,4;79,52;94,46;65,12;0;4,2;25,7;SSW;42;89;18;26,53;61,34;22,49;79,76;142,42;72,48;;;;;;;14,8;32,5;2
EEA01;162;9/1/2012;9;1;2012;23,1;33,1;11,5;73,58;91,58;52,7;0;4;32,2;SSW;50;98;12;25,1;58,93;18,3;77,18;138,08;64,93;;;;;;;13,1;32,7;-6,1
EEA01;163;10/1/2012;10;1;2012;21,4;28,2;13,6;70,52;82,76;56,48;0;7,1;35,4;S;38;73;15;24,93;31,5;20,64;76,87;88,7;69,14;;;;;;;9;22,8;-3,4
EEA01;164;11/1/2012;11;1;2012;18,5;26;11,3;65,3;78,8;52,34;0;4,7;30,6;S;42;91;15;25,83;28,08;20,45;78,5;82,54;68,8;;;;;;;6,9;24,2;-5,7
EEA01;165;12/1/2012;12;1;2012;21,1;32,6;8,4;69,98;90,68;47,12;0;1,1;14,5;SSW;58;94;22;24,54;53,89;26,64;76,18;129;79,95;;;;;;;12,7;31,4;-7,2
EEA01;166;13/1/2012;13;1;2012;24,2;35,9;14,3;75,56;96,62;57,74;0;1,3;16,1;SE;56;93;20;25,45;71,21;23,06;77,81;160,18;73,5;;;;;;;15,4;34,5;-1,7
EEA01;167;14/1/2012;14;1;2012;28,2;38,8;14,2;82,76;101,84;57,56;0;1,9;33,8;NNW;52;99;16;28,87;97,14;21,22;83,97;206,86;70,19;;;;;;;18,6;38,6;-2,6
EEA01;168;15/1/2012;15;1;2012;27,8;34;21,8;82,04;93,2;71,24;0;3,1;35,4;NNW;52;88;20;28,4;57,13;23,66;83,12;134,84;74,58;;;;;;;18,2;31,6;5,8
EEA01;169;16/1/2012;16;1;2012;22,4;27,6;16,8;72,32;81,68;62,24;5,8;4,7;46,7;ESE;59;90;39;24,61;32,5;26,64;76,31;90,51;79,96;;;;;;;14,2;25,6;4,6
EEA01;170;17/1/2012;17;1;2012;20,3;27,4;13,9;68,54;81,32;57,02;1,2;1,8;33,8;NW;77;99;48;21,89;33,16;30,31;71,4;91,69;86,55;1070;1230;;;;;15,7;27,2;3,5
EEA01;171;18/1/2012;18;1;2012;23,4;33,7;13,3;74,12;92,66;55,94;0;0,8;9,7;W;67;98;22;24,59;62,3;24,18;76,27;144,14;75,53;985;988;;;;;16,8;33,3;-2,3
EEA01;172;19/1/2012;19;1;2012;26,8;35,4;15,9;80,24;95,72;60,62;0;2,4;27,4;W;50;95;22;27,23;69,94;23,56;81,02;157,9;74,4;992;1051;;;;;16,8;34,4;0,3
EEA01;173;20/1/2012;20;1;2012;22,5;30,7;16,7;72,5;87,26;62,06;0;6,3;32,2;ESE;69;93;31;23,89;44,63;25,56;75,01;112,33;78,01;1152;1187;;;;;16,3;29,3;2,9
EEA01;174;21/1/2012;21;1;2012;19,6;28,5;13,1;67,28;83,3;55,58;20,6;4;29;SE;76;98;42;22,03;37,16;30,69;71,66;98,88;87,24;970;972;;;;;14,8;28,1;1,5
EEA01;175;22/1/2012;22;1;2012;19;24,9;15,2;66,2;76,82;59,36;4,4;3,7;33,8;SE;83;98;61;20,23;25,13;28,04;68,42;77,24;82,48;1084;1297;;;;;15,6;24,5;7,4
EEA01;176;23/1/2012;23;1;2012;19,8;26,4;15;67,64;79,52;59;0,4;2,4;35,4;SSW;74;99;39;22,45;29,67;28,09;72,41;85,41;82,57;1114;1373;;;;;14,6;26,2;2,8
EEA01;177;24/1/2012;24;1;2012;20,2;26;13,4;68,36;78,8;56,12;0;4,5;33,8;SSW;58;95;38;24,66;28,23;29,54;76,39;82,81;85,18;1148;1257;;;;;11,8;25;1
EEA01;178;25/1/2012;25;1;2012;21,2;28,2;11,2;70,16;82,76;52,16;0,2;5,1;32,2;NNW;57;97;27;24,61;35,78;27,79;76,3;96,4;82,02;979;981;;;;;12,6;27,6;-3,4
EEA01;179;26/1/2012;26;1;2012;25,3;32,1;18,4;77,54;89,78;65,12;0;4,7;27,4;NNW;43;60;29;25,91;37,31;24,66;78,63;99,16;76,38;981;983;;;;;13,9;24,1;4,2
EEA01;180;27/1/2012;27;1;2012;26,7;34,3;18;80,06;93,74;64,4;0;2,4;25,7;SSW;49;91;14;27,09;60,68;21,3;80,76;141,22;70,33;979;1014;;;;;16,5;32,5;0,8
EEA01;181;28/1/2012;28;1;2012;24,7;33,3;12,8;76,46;91,94;55,04;0;3,9;29;SSW;37;90;12;25,48;54,98;18,68;77,86;130,97;65,62;982;986;;;;;12,1;31,3;-4,8
EEA01;182;29/1/2012;29;1;2012;24,8;31,7;14,9;76,64;89,06;58,82;0;5;38,6;SW;31;65;14;25,33;37,89;20,37;77,59;100,2;68,67;966;1090;;;;;11;24,7;-2,3
EEA01;183;30/1/2012;30;1;2012;23,2;30,8;15,3;73,76;87,44;59,54;0;7,2;48,3;W;36;60;18;25,01;34,43;22,16;77,02;93,97;71,9;950;965;;;;;10,4;22,8;-1,1
EEA01;184;31/1/2012;31;1;2012;18,9;26,7;12,1;66,02;80,06;53,78;0;6,6;30,6;S;39;55;25;25,51;27,42;26,16;77,92;81,35;79,09;977;981;;;;;6,7;17,7;-2,9
EEA01;185;1/2/2012;1;2;2012;19,1;28;9,8;66,38;82,4;49,64;0;3,3;24,1;SSW;49;90;20;25,57;33,75;24,34;78,03;92,75;75,82;976;981;;;;;8,9;26;-6,2
EEA01;186;2/2/2012;2;2;2012;20,5;30,2;10,6;68,9;86,36;51,08;0;2,8;16,1;SE;59;93;29;24,52;42,53;29,34;76,13;108,56;84,81;947;951;;;;;12,3;28,8;-3,6
EEA01;187;3/2/2012;3;2;2012;24;34,8;12;75,2;94,64;53,6;0;2,4;27,4;NW;51;98;8;25,39;68,8;15,48;77,7;155,84;59,87;947;949;;;;;14,2;34,4;-6,4
EEA01;188;4/2/2012;4;2;2012;22,8;30,1;13,1;73,04;86,18;55,58;0;4,2;27,4;SSW;42;85;15;25,06;39,48;20,58;77,11;103,07;69,04;954;958;;;;;11,2;27,1;-3,9
EEA01;189;5/2/2012;5;2;2012;23,4;32,1;10,9;74,12;89,78;51,62;0;3,8;30,6;S;36;85;15;25,05;46,99;20,43;77,09;116,57;68,78;964;969;;;;;10,6;29,1;-6,1
EEA01;190;6/2/2012;6;2;2012;22,4;31,4;12,3;72,32;88,52;54,14;0;2,8;33,8;SSW;48;95;19;25,01;48,62;22,91;77,01;119,51;73,24;944;949;;;;;12;30,4;-3,9
EEA01;191;7/2/2012;7;2;2012;21,9;32,3;11,5;71,42;90,14;52,7;0,2;5,8;46,7;SSW;50;97;11;24,93;54,06;17,54;76,88;129,31;63,57;944;947;;;;;11,9;31,7;-6,3
EEA01;192;8/2/2012;8;2;2012;19,7;27,1;11,3;67,46;80,78;52,34;0;2,4;35,4;SSW;50;88;20;25,3;30,8;23,78;77,53;87,44;74,8;959;1176;;;;;9,7;24,7;-4,7
EEA01;193;9/2/2012;9;2;2012;21,4;30,2;7,8;70,52;86,36;46,04;0;3,7;25,7;SE;47;89;24;25;41,15;28,71;77,01;106,06;83,68;909;921;;;;;10,8;28;-7,4
EEA01;194;10/2/2012;10;2;2012;24,8;32,8;17,4;76,64;91,04;63,32;0;4,5;27,4;NNW;42;90;22;25,64;52,6;23,41;78,16;126,68;74,14;921;923;;;;;13,2;30,8;1,8
EEA01;195;11/2/2012;11;2;2012;25,1;35,8;13,9;77,18;96,44;57,02;0;1,7;33,8;SW;56;95;21;26,03;72,37;23,57;78,86;162,26;74,42;903;905;;;;;16,3;34,8;-1,9
EEA01;196;12/2/2012;12;2;2012;25,6;32,9;18,4;78,08;91,22;65,12;0;3,6;27,4;SSW;52;79;24;26,33;47,26;23,8;79,39;117,07;74,84;1030;1262;;;;;16;28,7;3,2
EEA01;197;13/2/2012;13;2;2012;22,4;29,8;14,4;72,32;85,64;57,92;0;2,9;20,9;SE;58;81;33;24,67;37,33;27,42;76,41;99,2;81,36;887;960;;;;;14;26;1
EEA01;198;14/2/2012;14;2;2012;20,6;26,9;14,3;69,08;80,42;57,74;0;1;17,7;NW;69;95;38;23,33;30,95;28,6;74;87,72;83,48;1083;1243;;;;;14,4;25,9;1,9
EEA01;199;15/2/2012;15;2;2012;19,5;29,7;12,3;67,1;85,46;54,14;11,6;1,9;32,2;;84;99;47;20,02;42,48;32,57;68,03;108,46;90,63;1155;;;;;;16,3;29,5;1,7
EEA01;200;16/2/2012;16;2;2012;22,9;32,2;16,6;73,22;89,96;61,88;0;0,9;12,9;;74;98;30;23,68;54,1;25,42;74,62;129,39;77,75;1062;;;;;;17,7;31,8;2,6
EEA01;201;17/2/2012;17;2;2012;23,7;31,4;16,1;74,66;88,52;60,98;7,2;2,9;32,2;;74;99;31;24,41;50,53;25,86;75,93;122,96;78,54;1030;;;;;;18,5;31,2;2,3
EEA01;202;18/2/2012;18;2;2012;20,5;26,2;16,6;68,9;79,16;61,88;0,8;4,2;33,8;;65;88;36;23,88;28,45;26,42;74,98;83,21;79,56;875;;;;;;13,5;23,8;3,8
EEA01;203;19/2/2012;19;2;2012;19,3;27,4;9,5;66,74;81,32;49,1;0;2;24,1;;57;97;28;25,04;32,87;29,89;77,07;91,17;85,8;909;;;;;;10,7;26,8;-4,9
EEA01;204;20/2/2012;20;2;2012;17,7;25,3;10,2;63,86;77,54;50,36;0;2,4;22,5;;57;90;20;25,97;26,34;24,18;78,74;79,41;75,52;907;;;;;;9,1;23,3;-5,8
EEA01;205;21/2/2012;21;2;2012;19,1;28,1;8,7;66,38;82,58;47,66;0;1,6;14,5;;56;90;23;25,21;34,07;27,21;77,37;93,32;80,98;889;;;;;;10,3;26,1;-6,7
EEA01;206;22/2/2012;22;2;2012;17,9;24,6;9,8;64,22;76,28;49,64;0;5,4;37;;57;94;27;25,82;24,57;29;78,48;76,23;84,19;1002;;;;;;9,3;23,4;-4,8
EEA01;207;23/2/2012;23;2;2012;16,3;27,7;5,7;61,34;81,86;42,26;0;2,5;24,1;;64;97;26;26,32;33,93;32,63;79,37;93,08;90,73;879;;;;;;9,1;27,1;-9,1
EEA01;208;24/2/2012;24;2;2012;18,1;24,1;10,6;64,58;75,38;51,08;0;5,6;25,7;;67;95;47;24,33;23,35;35,53;75,79;74,02;95,95;1013;;;;;;11,5;23,1;0
EEA01;209;25/2/2012;25;2;2012;18,1;23,6;13,4;64,58;74,48;56,12;2,8;5,8;38,6;;66;98;35;24,51;21,87;28,82;76,11;71,37;83,87;1111;;;;;;11,3;23,2;0,4
EEA01;210;26/2/2012;26;2;2012;17,3;24,5;9,1;63,14;76,1;48,38;0;1,6;19,3;;65;91;33;25,23;24,53;33,18;77,42;76,15;91,72;1123;;;;;;10,3;22,7;-4,3
EEA01;211;27/2/2012;27;2;2012;19,4;26,4;11,8;66,92;79,52;53,24;0;2;24,1;;62;98;19;24,48;29,61;23,02;76,06;85,29;73,44;812;;;;;;11,8;26;-4,4
EEA01;212;28/2/2012;28;2;2012;19,2;25,8;9,8;66,56;78,44;49,64;0;5,1;35,4;;45;86;26;25,57;27,44;28,39;78,02;81,39;83,1;1114;;;;;;8,2;23;-5
EEA01;213;29/2/2012;29;2;2012;17,7;23,3;11;63,86;73,94;51,8;0;5,1;29;;52;84;30;26,31;23,05;29,43;79,35;73,5;84,97;916;;;;;;8,1;20,1;-3
EEA01;214;1/3/2012;1;3;2012;16,7;24,4;6,9;62,06;75,92;44,42;0;2,1;24,1;S;60;94;32;26,5;24,11;35,82;79,69;75,4;96,48;864;916;;;;;8,7;23,2;-6,7
EEA01;215;2/3/2012;2;3;2012;18,4;25,8;11,5;65,12;78,44;52,7;0;1,1;14,5;S;74;97;42;22,72;27,7;32,96;72,9;81,86;91,32;789;1211;;;;;13,2;25,2;-0,1
EEA01;216;3/3/2012;3;3;2012;19,1;29,4;8,7;66,38;84,92;47,66;0;1,3;14,5;ESE;73;99;38;22,74;41,16;36,23;72,93;106,09;97,21;824;826;;;;;13,7;29,2;-3,7
EEA01;217;4/3/2012;4;3;2012;23,6;35,9;11,8;74,48;96,62;53,24;0;4,8;35,4;SSW;57;96;17;25,13;73,88;21,78;77,23;164,99;71,2;823;826;;;;;15;35,1;-4,8
EEA01;218;5/3/2012;5;3;2012;19;24,7;12,7;66,2;76,46;54,86;0;3,7;33,8;S;54;95;28;25,4;24,76;27,1;77,72;76,56;80,77;858;944;;;;;9,8;23,7;-1,7
EEA01;219;6/3/2012;6;3;2012;19,1;27,3;12,3;66,38;81,14;54,14;0;2,1;16,1;SSE;61;95;32;24,71;32,25;28,97;76,48;90,06;84,14;865;921;;;;;11,3;26,3;-1,3
EEA01;220;7/3/2012;7;3;2012;19,4;29,8;9,9;66,92;85,64;49,82;7,8;1,3;29;ESE;67;97;29;23,77;42,24;30,05;74,79;108,03;86,09;816;817;;;;;12,8;29,2;-4,3
EEA01;221;8/3/2012;8;3;2012;23,8;31,3;14,9;74,84;88,34;58,82;0;4,2;35,4;NNE;75;97;53;24,45;49,08;29,06;76,01;120,34;84,32;984;1058;;;;;18,8;30,7;5,5
EEA01;222;9/3/2012;9;3;2012;26;33,1;19,9;78,8;91,58;67,82;0;3,9;25,7;S;57;96;18;26,82;57,66;22,82;80,27;135,79;73,08;796;826;;;;;17,4;32,3;3,5
EEA01;223;10/3/2012;10;3;2012;22,5;30,9;11,1;72,5;87,62;51,98;0;4,3;32,2;ESE;51;93;27;24,96;45,49;27,87;76,93;113,87;82,16;785;786;;;;;12,7;29,5;-3,5
EEA01;224;11/3/2012;11;3;2012;19,4;24;16,3;66,92;75,2;61,34;0;4,8;20,9;SE;75;95;40;22,26;23,12;27,11;72,07;73,62;80,79;784;1034;;;;;14,4;23;4,3
EEA01;225;12/3/2012;12;3;2012;17,3;25,3;7,6;63,14;77,54;45,68;0;3,5;24,1;SSW;57;97;29;26,28;26,26;32,72;79,31;79,28;90,89;829;860;;;;;8,7;24,7;-6,6
EEA01;226;13/3/2012;13;3;2012;15,9;25,3;7,5;60,62;77,54;45,5;0;1,6;25,7;SSW;61;96;23;27,2;26,28;28,13;80,96;79,3;82,64;800;802;;;;;8,1;24,5;-7,9
EEA01;227;14/3/2012;14;3;2012;15,4;27,6;4,6;59,72;81,68;40,28;0,2;1,3;14,5;SE;72;99;28;25,61;33,9;36,02;78,09;93,02;96,83;793;795;;;;;9,8;27,4;-9,8
EEA01;228;15/3/2012;15;3;2012;20;31,3;7;68;88,34;44,6;0;2,7;25,7;NNW;62;99;29;24,31;50,03;33,5;75,75;122,06;92,3;772;772;;;;;12,4;31,1;-7,2
EEA01;229;16/3/2012;16;3;2012;24,8;34,9;12,3;76,64;94,82;54,14;0;1,8;20,9;NNW;59;98;28;25,83;69,41;27,39;78,49;156,94;81,31;770;772;;;;;16,6;34,5;-2,1
EEA01;230;17/3/2012;17;3;2012;24,4;31,3;19,3;75,92;88,34;66,74;0,2;2,1;17,7;SE;54;87;28;25,57;44,66;24,37;78,03;112,39;75,87;852;1014;;;;;15,2;28,7;4,9
EEA01;231;18/3/2012;18;3;2012;18,4;24,1;12,8;65,12;75,38;55,04;0;3,4;19,3;SE;69;95;53;23,8;23,35;32,15;74,83;74,02;89,86;831;835;;;;;12,2;23,1;3,4
EEA01;232;19/3/2012;19;3;2012;16,9;20,6;12,4;62,42;69,08;54,32;0;4;25,7;ESE;80;98;60;21,8;16,55;32,58;71,24;61,79;90,65;868;1079;;;;;12,9;20,2;4,4
EEA01;233;20/3/2012;20;3;2012;16,3;24,6;9,9;61,34;76,28;49,82;0,2;0,8;20,9;E;80;98;44;22,24;24,33;36,17;72,03;75,79;97,11;809;882;;;;;12,3;24,2;-1,3
EEA01;234;21/3/2012;21;3;2012;17,4;27,1;9,8;63,32;80,78;49,64;0;2,3;24,1;SW;66;98;23;24,98;31,96;26,45;76,97;89,52;79,61;749;752;;;;;10,6;26,7;-5,6
EEA01;235;22/3/2012;22;3;2012;13,7;23,9;4,4;56,66;75,02;39,92;0;1,1;16,1;SE;74;99;37;27,42;22,46;44,18;81,36;72,43;111,52;727;738;;;;;8,5;23,7;-8,2
EEA01;236;23/3/2012;23;3;2012;14,2;24,7;5,3;57,56;76,46;41,54;0;1;12,9;SE;73;100;29;26,94;24,48;35,91;80,49;76,06;96,63;733;737;;;;;8,8;24,7;-8,9
EEA01;237;24/3/2012;24;3;2012;15,3;26,7;5,3;59,54;80,06;41,54;0;1,9;20,9;SSW;67;99;24;26,91;30,68;31,14;80,43;87,23;88,05;725;726;;;;;8,7;26,5;-9,9
EEA01;238;25/3/2012;25;3;2012;13,9;23,9;4,9;57,02;75,02;40,82;0;1;14,5;ESE;71;99;32;27,96;22,46;39,17;82,32;72,43;102,51;711;766;;;;;8,1;23,7;-8,7
EEA01;239;26/3/2012;26;3;2012;12,2;18,3;3,1;53,96;64,94;37,58;0;4,2;27,4;SE;63;96;22;32,63;15,42;31,17;90,73;59,75;88,1;749;840;;;;;4,8;17,5;-12,5
EEA01;240;27/3/2012;27;3;2012;9,6;24,1;-1,6;49,28;75,38;29,12;0,2;1,1;16,1;NW;70;99;16;37,35;22,96;25,35;99,24;73,33;77,63;715;717;;;;;3,6;23,9;-18,4
EEA01;241;28/3/2012;28;3;2012;15,7;27,7;3,9;60,26;81,86;39,02;0;2,9;30,6;SSW;59;97;27;27,67;33,93;36,02;81,81;93,08;96,84;812;923;;;;;7,5;27,1;-10,7
EEA01;242;29/3/2012;29;3;2012;18,2;28,3;8,3;64,76;82,94;46,94;0;2,1;16,1;SSW;57;96;23;25,62;35,94;27,51;78,12;96,7;81,51;703;708;;;;;9,6;27,5;-7,1
EEA01;243;30/3/2012;30;3;2012;18,5;32,5;5,2;65,3;90,5;41,36;0;2,3;25,7;SE;60;99;20;25,13;56,27;26,93;77,23;133,29;80,48;692;694;;;;;10,5;32,3;-10,8
EEA01;244;31/3/2012;31;3;2012;20,3;32,2;9,9;68,54;89,96;49,82;0;1,1;14,5;S;59;96;17;24,55;53;22,04;76,19;127,4;71,67;688;700;;;;;12,1;31,4;-6,7
EEA01;245;1/4/2012;1;4;2012;17,4;27,3;9,8;63,32;81,14;49,64;0;2,3;17,7;SE;64;95;29;25,32;32,25;30,15;77,58;90,06;86,28;669;671;;;;;10,2;26,3;-4,4
EEA01;246;2/4/2012;2;4;2012;12,8;23,2;3,1;55,04;73,76;37,58;0;2,1;22,5;NNE;70;99;28;30,11;20,83;38,34;86,2;69,49;101,02;666;668;;;;;6,8;23;-11,3
EEA01;247;3/4/2012;3;4;2012;13,9;28,6;3,2;57,02;83,48;37,76;0,2;0,6;17,7;S;71;99;22;27,96;37,8;31,06;82,32;100,03;87,91;670;673;;;;;8,1;28,4;-12,4
EEA01;248;4/4/2012;4;4;2012;16,3;21,2;11,4;61,34;70,16;52,52;0;6,3;40,2;SSW;46;87;21;27,51;20,19;24,35;81,52;68,34;75,83;766;926;;;;;5,5;18,6;-4,4
EEA01;249;5/4/2012;5;4;2012;13,7;19,1;6,4;56,66;66,38;43,52;0;4,5;27,4;WSW;42;63;25;29,93;24,46;30,92;85,88;76,03;87,65;762;798;;;;;2,1;11,7;-8,6
EEA01;250;6/4/2012;6;4;2012;19,8;25,6;12,4;67,64;78,08;54,32;0;5,5;33,8;SSW;43;69;30;25,33;26,72;28,13;77,59;80,1;82,63;612;751;;;;;8,4;19,4;-1,6
EEA01;251;7/4/2012;7;4;2012;17,3;23;9,3;63,14;73,4;48,74;0;4,5;41,8;SSW;52;88;29;26,61;22,13;30,69;79,9;71,83;87,25;458;554;;;;;7,7;20,6;-4,9
EEA01;252;8/4/2012;8;4;2012;11,9;20,7;3,1;53,42;69,26;37,58;0;1,1;14,5;SE;66;97;27;32,75;16,99;37,22;90,96;62,58;98,99;760;789;;;;;5,1;20,1;-11,5
EEA01;253;9/4/2012;9;4;2012;11,3;24,9;1,9;52,34;76,82;35,42;0,2;0,6;9,7;SSW;75;99;30;31,74;25,09;42,75;89,13;77,16;108,94;665;770;;;;;6,3;24,7;-12,1
EEA01;254;10/4/2012;10;4;2012;13,9;25,7;6;57,02;78,26;42,8;0;0,8;12,9;ESE;75;98;39;26,79;27,42;42;80,22;81,36;107,6;657;708;;;;;8,9;25,3;-6,2
EEA01;255;11/4/2012;11;4;2012;15,2;28,5;5,9;59,36;83,3;42,62;0,2;0,5;8;S;78;99;36;24,02;37,39;40,32;75,23;99,3;104,57;614;615;;;;;10,8;28,3;-6,9
EEA01;256;12/4/2012;12;4;2012;16,7;29,3;7,4;62,06;84,74;45,32;0,2;0,8;12,9;S;74;100;28;23,75;41,03;32,24;74,75;105,86;90,03;612;615;;;;;11,5;29,3;-7
