sector_id;sector_nombre;variable_id;actividad_producto_nombre;indicador;unidad_de_medida;fuente;frecuencia_nombre;cobertura_nombre;alcance_tipo;alcance_id;alcance_nombre;indice_tiempo;valor
23;FALSO;325;Manzana;FALSO;tn;SFRN;Anual;Provincial;PROVINCIA;62;RIO NEGRO;2012-01-01;769728
23;FALSO;325;Manzana;FALSO;tn;SFRN;Anual;Provincial;PROVINCIA;62;RIO NEGRO;2013-01-01;716769
23;FALSO;325;Manzana;FALSO;tn;SFRN;Anual;Provincial;PROVINCIA;62;RIO NEGRO;2014-01-01;646649
23;FALSO;325;Manzana;FALSO;tn;SFRN;Anual;Provincial;PROVINCIA;62;RIO NEGRO;2015-01-01;729499
23;FALSO;326;Manzana_Aroma_Subproductos;FALSO;tn;FUNBAPA;Anual;FALSO;REGION PROTEGIDA PATAGONICA;97;REGION PROTEGIDA PATAGONICA;1996-01-01;367
23;FALSO;326;Manzana_Aroma_Subproductos;FALSO;tn;FUNBAPA;Anual;FALSO;REGION PROTEGIDA PATAGONICA;97;REGION PROTEGIDA PATAGONICA;1997-01-01;465
23;FALSO;326;Manzana_Aroma_Subproductos;FALSO;tn;FUNBAPA;Anual;FALSO;REGION PROTEGIDA PATAGONICA;97;REGION PROTEGIDA PATAGONICA;1998-01-01;NA
23;FALSO;326;Manzana_Aroma_Subproductos;FALSO;tn;FUNBAPA;Anual;FALSO;REGION PROTEGIDA PATAGONICA;97;REGION PROTEGIDA PATAGONICA;1999-01-01;NA
23;FALSO;326;Manzana_Aroma_Subproductos;FALSO;tn;FUNBAPA;Anual;FALSO;REGION PROTEGIDA PATAGONICA;97;REGION PROTEGIDA PATAGONICA;2000-01-01;920
23;FALSO;326;Manzana_Aroma_Subproductos;FALSO;tn;FUNBAPA;Anual;FALSO;REGION PROTEGIDA PATAGONICA;97;REGION PROTEGIDA PATAGONICA;2001-01-01;791
23;FALSO;326;Manzana_Aroma_Subproductos;FALSO;tn;FUNBAPA;Anual;FALSO;REGION PROTEGIDA PATAGONICA;97;REGION PROTEGIDA PATAGONICA;2002-01-01;430
23;FALSO;327;Manzana_Aroma_Subproductos;FALSO;tn;FUNBAPA;Mensual;FALSO;REGION PROTEGIDA PATAGONICA;97;REGION PROTEGIDA PATAGONICA;2003-01-01;375
23;FALSO;327;Manzana_Aroma_Subproductos;FALSO;tn;FUNBAPA;Mensual;FALSO;REGION PROTEGIDA PATAGONICA;97;REGION PROTEGIDA PATAGONICA;2003-02-01;0
23;FALSO;327;Manzana_Aroma_Subproductos;FALSO;tn;FUNBAPA;Mensual;FALSO;REGION PROTEGIDA PATAGONICA;97;REGION PROTEGIDA PATAGONICA;2003-03-01;1
23;FALSO;327;Manzana_Aroma_Subproductos;FALSO;tn;FUNBAPA;Mensual;FALSO;REGION PROTEGIDA PATAGONICA;97;REGION PROTEGIDA PATAGONICA;2003-04-01;21
23;FALSO;327;Manzana_Aroma_Subproductos;FALSO;tn;FUNBAPA;Mensual;FALSO;REGION PROTEGIDA PATAGONICA;97;REGION PROTEGIDA PATAGONICA;2003-05-01;0
23;FALSO;327;Manzana_Aroma_Subproductos;FALSO;tn;FUNBAPA;Mensual;FALSO;REGION PROTEGIDA PATAGONICA;97;REGION PROTEGIDA PATAGONICA;2003-06-01;261
23;FALSO;327;Manzana_Aroma_Subproductos;FALSO;tn;FUNBAPA;Mensual;FALSO;REGION PROTEGIDA PATAGONICA;97;REGION PROTEGIDA PATAGONICA;2003-07-01;2
23;FALSO;327;Manzana_Aroma_Subproductos;FALSO;tn;FUNBAPA;Mensual;FALSO;REGION PROTEGIDA PATAGONICA;97;REGION PROTEGIDA PATAGONICA;2003-08-01;60
23;FALSO;327;Manzana_Aroma_Subproductos;FALSO;tn;FUNBAPA;Mensual;FALSO;REGION PROTEGIDA PATAGONICA;97;REGION PROTEGIDA PATAGONICA;2003-09-01;0
23;FALSO;327;Manzana_Aroma_Subproductos;FALSO;tn;FUNBAPA;Mensual;FALSO;REGION PROTEGIDA PATAGONICA;97;REGION PROTEGIDA PATAGONICA;2003-10-01;153
23;FALSO;327;Manzana_Aroma_Subproductos;FALSO;tn;FUNBAPA;Mensual;FALSO;REGION PROTEGIDA PATAGONICA;97;REGION PROTEGIDA PATAGONICA;2003-11-01;422
23;FALSO;327;Manzana_Aroma_Subproductos;FALSO;tn;FUNBAPA;Mensual;FALSO;REGION PROTEGIDA PATAGONICA;97;REGION PROTEGIDA PATAGONICA;2003-12-01;0
23;FALSO;327;Manzana_Aroma_Subproductos;FALSO;tn;FUNBAPA;Mensual;FALSO;REGION PROTEGIDA PATAGONICA;97;REGION PROTEGIDA PATAGONICA;2004-01-01;3,63
23;FALSO;327;Manzana_Aroma_Subproductos;FALSO;tn;FUNBAPA;Mensual;FALSO;REGION PROTEGIDA PATAGONICA;97;REGION PROTEGIDA PATAGONICA;2004-02-01;1,14
23;FALSO;327;Manzana_Aroma_Subproductos;FALSO;tn;FUNBAPA;Mensual;FALSO;REGION PROTEGIDA PATAGONICA;97;REGION PROTEGIDA PATAGONICA;2004-03-01;0
23;FALSO;327;Manzana_Aroma_Subproductos;FALSO;tn;FUNBAPA;Mensual;FALSO;REGION PROTEGIDA PATAGONICA;97;REGION PROTEGIDA PATAGONICA;2004-04-01;76,27
23;FALSO;327;Manzana_Aroma_Subproductos;FALSO;tn;FUNBAPA;Mensual;FALSO;REGION PROTEGIDA PATAGONICA;97;REGION PROTEGIDA PATAGONICA;2004-05-01;286,93
23;FALSO;327;Manzana_Aroma_Subproductos;FALSO;tn;FUNBAPA;Mensual;FALSO;REGION PROTEGIDA PATAGONICA;97;REGION PROTEGIDA PATAGONICA;2004-06-01;21,79
23;FALSO;327;Manzana_Aroma_Subproductos;FALSO;tn;FUNBAPA;Mensual;FALSO;REGION PROTEGIDA PATAGONICA;97;REGION PROTEGIDA PATAGONICA;2004-07-01;261,72
23;FALSO;327;Manzana_Aroma_Subproductos;FALSO;tn;FUNBAPA;Mensual;FALSO;REGION PROTEGIDA PATAGONICA;97;REGION PROTEGIDA PATAGONICA;2004-08-01;248,28
23;FALSO;327;Manzana_Aroma_Subproductos;FALSO;tn;FUNBAPA;Mensual;FALSO;REGION PROTEGIDA PATAGONICA;97;REGION PROTEGIDA PATAGONICA;2004-09-01;353,64
23;FALSO;327;Manzana_Aroma_Subproductos;FALSO;tn;FUNBAPA;Mensual;FALSO;REGION PROTEGIDA PATAGONICA;97;REGION PROTEGIDA PATAGONICA;2004-10-01;69,01
23;FALSO;327;Manzana_Aroma_Subproductos;FALSO;tn;FUNBAPA;Mensual;FALSO;REGION PROTEGIDA PATAGONICA;97;REGION PROTEGIDA PATAGONICA;2004-11-01;2,78
23;FALSO;327;Manzana_Aroma_Subproductos;FALSO;tn;FUNBAPA;Mensual;FALSO;REGION PROTEGIDA PATAGONICA;97;REGION PROTEGIDA PATAGONICA;2004-12-01;0
23;FALSO;327;Manzana_Aroma_Subproductos;FALSO;tn;FUNBAPA;Mensual;FALSO;REGION PROTEGIDA PATAGONICA;97;REGION PROTEGIDA PATAGONICA;2005-01-01;0
23;FALSO;327;Manzana_Aroma_Subproductos;FALSO;tn;FUNBAPA;Mensual;FALSO;REGION PROTEGIDA PATAGONICA;97;REGION PROTEGIDA PATAGONICA;2005-02-01;58,45
23;FALSO;327;Manzana_Aroma_Subproductos;FALSO;tn;FUNBAPA;Mensual;FALSO;REGION PROTEGIDA PATAGONICA;97;REGION PROTEGIDA PATAGONICA;2005-03-01;65,85
23;FALSO;327;Manzana_Aroma_Subproductos;FALSO;tn;FUNBAPA;Mensual;FALSO;REGION PROTEGIDA PATAGONICA;97;REGION PROTEGIDA PATAGONICA;2005-04-01;2,72
23;FALSO;327;Manzana_Aroma_Subproductos;FALSO;tn;FUNBAPA;Mensual;FALSO;REGION PROTEGIDA PATAGONICA;97;REGION PROTEGIDA PATAGONICA;2005-05-01;0
23;FALSO;327;Manzana_Aroma_Subproductos;FALSO;tn;FUNBAPA;Mensual;FALSO;REGION PROTEGIDA PATAGONICA;97;REGION PROTEGIDA PATAGONICA;2005-06-01;54,77
23;FALSO;327;Manzana_Aroma_Subproductos;FALSO;tn;FUNBAPA;Mensual;FALSO;REGION PROTEGIDA PATAGONICA;97;REGION PROTEGIDA PATAGONICA;2005-07-01;501,02
