Fecha;Temperatura_Abrigo_150cm;Temperatura_Abrigo_150cm_Maxima;Temperatura_Abrigo_150cm_Minima;Temperatura_Suelo_10cm_Media;Precipitacion_Pluviometrica;Precipitacion_Cronologica;Precipitacion_Maxima_30minutos;Tesion_Vapor_Media;Humedad_Media;Humedad_Media_8_14_20;Rocio_Medio;Duracion_Follaje_Mojado;Velocidad_Viento_200cm_Media;Direccion_Viento_200cm;Velocidad_Viento_1000cm_Media;Direccion_Viento_1000cm;Velocidad_Viento_Maxima;Horas_Frio;Unidades_Frio
2011-05-27;;;;;;;;;;;;;;  ;;  ;;;
2011-05-28;10.30556;20.8;2.5;9.416666;0.0;0.0;0.0;8.771664;76;71;4.962819;;;C ;;C ;;9.627999;10.126
2011-05-29;5.400694;15.5;-1.9;8.966672;0.0;0.0;0.0;7.753556;83;79;2.947556;;;C ;;C ;;12.61601;5.976003
2011-05-30;9.952779;15.7;2.7;9.829166;0.0;0.0;0.0;10.39027;86;87;7.461951;;;C ;;C ;;3.651999;12.94801
2011-05-31;7.500696;19.8;0.1;9.429163;0.0;0.0;0.0;8.428121;88;86;4.34803;;;C ;;C ;;16.43401;12.03501
2011-06-01;4.918057;20.3;-4.2;8.566669;0.0;0.0;0.0;6.939859;79;71;1.384148;;;C ;;C ;;12.94801;0.747
2011-06-02;8.063193;15.8;-0.1;8.527085;0.0;0.0;0.0;7.796256;79;75;3.348899;;;C ;;C ;;13.94401;14.94001
2011-06-03;4.592361;16.9;-4.3;8.077778;0.0;0.0;0.0;6.541016;80;71;0.7116529;;;C ;;C ;;14.94001;5.975997
2011-06-04;5.408334;12.9;-1.9;7.702087;0.0;0.0;0.0;6.650025;80;70;1.146602;;;C ;;C ;;15.27201;9.130007
2011-06-05;5.977083;14.5;0.0;7.820139;0.0;0.0;0.0;7.895935;85;78;3.468803;;;C ;;C ;;15.93601;15.02301
2011-06-06;3.175;13.3;-3.4;7.382639;0.0;0.0;0.0;6.711849;85;82;1.043393;;;C ;;C ;;13.94401;6.888997
2011-06-07;10.91667;21.0;4.6;8.32083;0.0;0.0;0.0;7.840341;60;48;3.457893;;;C ;;C ;;4.813998;6.059003
2011-06-08;10.84236;15.7;2.6;8.542362;0.0;0.0;0.0;7.148497;57;54;2.148739;;;C ;;C ;;1.992;11.288
2011-06-09;11.43612;13.9;5.0;8.865973;0.9;0.9;0.3;8.799572;69;74;4.885125;;;C ;;C ;;0.83;11.20501
2011-06-10;9.112499;21.6;2.2;8.978476;0.3;0.0;0.0;9.486496;80;82;6.089572;;;C ;;C ;;9.96;7.801995
2011-06-11;13.29166;17.2;9.1;9.665977;0.0;0.3;0.3;6.561.574;51;46;0.6124033;;;C ;;C ;;3.651999;5.892998
2011-06-12;7.747916;13.7;-1.8;8.582632;0.0;0.0;0.0;5.522941;51;41;-1.487518;;;C ;;C ;;4.813998;8.051005
2011-06-13;7.239583;13.4;-2.0;8.622916;0.0;0.0;0.0;5.240423;58;56;-2.206959;;;C ;;C ;;12.78201;13.94401
2011-06-14;3.754168;11.4;-2.7;7.811106;0.0;0.0;0.0;5.201577;68;69;-2.223109;;;C ;;C ;;17.09801;
2011-06-15;4.914583;17.3;-4.4;7.460414;0.0;0.0;0.0;5.726833;68;63;-0.99253;;;C ;;C ;;13.94401;5.726997
2011-06-16;6.419445;13.2;0.5;7.609025;0.0;0.0;0.0;6.638594;76;68;1.117922;;;C ;;C ;;16.43401;16.26801
2011-06-17;3.520139;17.7;-4.4;6.956942;0.0;0.0;0.0;5.599239;73;67;-1.335237;;;C ;;C ;;13.61201;2.573
2011-06-18;9.545136;14.5;5.1;7.518056;0.0;0.0;0.0;7.633207;67;67;2.86567;;;C ;;C ;;4.813998;19.00702
2011-06-19;4.749305;15.7;-3.8;7.214582;0.0;0.0;0.0;6.610298;84;76;0.9255202;;;C ;;C ;;17.09801;6.805999
2011-06-20;3.095139;16.8;-5.4;6.484721;0.0;0.0;0.0;5.893326;81;71;-0.7036754;;;C ;;C ;;16.60001;4.066998
2011-06-21;3.926389;16.6;-3.2;6.101391;0.0;0.0;0.0;6.529019;83;75;0.7482436;;;C ;;C ;;16.43401;3.983999
2011-06-22;3.351389;15.4;-4.4;5.885416;0.0;0.0;0.0;6.640152;84;77;0.8092985;;;C ;;C ;;14.94001;5.892997
2011-06-23;7.447222;18.0;-2.1;6.276394;0.0;0.0;0.0;6.316386;67;62;0.3718683;;;C ;;C ;;13.11401;9.213
2011-06-24;7.677081;13.0;-0.3;6.79722;0.0;0.0;0.0;5.316372;56;51;-2.063988;;;C ;;C ;;11.122;15.77001
2011-06-25;-0.8305553;9.7;-10.6;5.349998;0.0;0.0;0.0;3.697314;70;64;-6.884664;;;C ;;C ;;19.25602;
2011-06-26;0.02152794;13.0;-8.2;4.344442;0.0;0.0;0.0;4.190287;71;61;-5.169159;;;C ;;C ;;16.60001;6.722998
2011-06-27;5.743056;20.0;-2.9;4.843752;0.0;0.0;0.0;5.76855;62;55;-1.110023;;;C ;;C ;;14.94001;3.070999
2011-06-28;7.790277;17.0;0.0;6.123617;0.0;0.0;0.0;7.170796;67;59;2.167126;;;C ;;C ;;11.122;11.62
2011-06-29;12.71667;16.5;9.3;7.672222;1.7;1.7;0.8;6.923178;51;50;1.601848;;;C ;;C ;;1.328;8.216996
2011-06-30;6.293749;11.0;2.8;6.856254;0.0;0.0;0.0;4.237534;44;40;-4.947729;;;C ;;C ;;12.78201;
2011-07-01;5.317361;12.2;-0.6;6.593749;0.0;0.0;0.0;5.974124;76;70;-0.3581918;;;C ;;C ;;16.43401;
2011-07-02;0.2583337;10.9;-7.0;5.39514;0.0;0.0;0.0;4.29146;75;65;-4.808393;;;C ;;C ;;18.09402;
2011-07-03;0.6548609;11.0;-7.4;4.484027;0.0;0.0;0.0;4.068392;69;62;-5.536527;;;C ;;C ;;18.59202;
2011-07-04;-0.8784724;13.4;-9.7;3.788889;0.0;0.0;0.0;3.701944;70;61;-6.859943;;;C ;;C ;;18.59202;4.481999
2011-07-05;-0.9715278;12.4;-10.1;3.426391;0.0;0.0;0.0;3.79363;71;63;-6.600965;;;C ;;C ;;18.42602;
2011-07-06;3.147917;16.0;-5.7;3.64861;0.0;0.0;0.0;4.652369;60;51;-3.769248;;;C ;;C ;;13.28001;4.896998
2011-07-07;9.988195;18.7;5.3;5.1625;0.0;0.0;0.0;7.06315;56;56;1.813509;;;C ;;C ;;8.465997;10.707
2011-07-08;9.595137;21.1;0.2;6.179166;0.0;0.0;0.0;7.109092;66;59;2.037425;;;C ;;C ;;10.79;9.379
2011-07-09;7.318057;20.4;-0.4;6.113196;0.0;0.0;0.0;5.968151;62;58;-0.3870808;;;C ;;C ;;12.78201;6.391
2011-07-10;10.17569;20.5;2.0;6.565275;0.0;0.0;0.0;6.233601;54;50;0.2008377;;;C ;;C ;;10.292;8.549
2011-07-11;6.775696;18.6;0.1;6.722917;0.0;0.0;0.0;6.507395;66;65;0.8208965;;;C ;;C ;;13.44601;5.228995
2011-07-12;9.469444;20.6;-3.3;6.884028;0.0;0.0;0.0;6.316296;63;59;0.3716827;;;C ;;C ;;10.624;4.398999
2011-07-13;5.128473;19.5;-5.2;6.290973;0.0;0.0;0.0;5.779324;71;62;-0.9703757;;;C ;;C ;;14.27601;4.315999
2011-07-14;5.927083;14.3;-2.6;6.311112;0.0;0.0;0.0;6.922064;78;69;1.57777;;;C ;;C ;;13.77801;8.632
2011-07-15;8.22014;14.7;-0.8;6.331247;0.0;0.0;0.0;5.599687;53;43;-1.299859;;;C ;;C ;;9.627999;15.10601
2011-07-16;5.747915;13.2;-3.7;5.905558;0.0;0.0;0.0;4.961332;59;61;-2.861808;;;C ;;C ;;14.94001;14.94001
2011-07-17;3.686805;10.7;-2.4;5.727781;0.9;0.0;0.0;4.491207;60;56;-4.190709;;;C ;;C ;;17.92802;
2011-07-18;3.525695;9.3;-0.5;5.90764;0.0;0.9;0.6;6.682501;88;88;1.150657;;;C ;;C ;;20.41802;
2011-07-19;-0.5472223;11.3;-6.9;5.154861;0.3;0.3;0.3;5.31735;88;86;-2.206022;;;C ;;C ;;19.25602;
2011-07-20;2.663889;15.2;-6.2;4.943753;0.0;0.0;0.0;5.315874;75;70;-2.028136;;;C ;;C ;;14.60801;6.141999
2011-07-21;10.68125;21.6;0.8;5.864584;0.0;0.0;0.0;6.498145;52;45;0.8125416;;;C ;;C ;;6.805997;2.656004
2011-07-22;8.984722;21.5;-0.5;6.528472;0.0;0.0;0.0;6.467741;66;59;0.7108458;;;C ;;C ;;12.61601;3.734998
2011-07-23;6.8125;18.6;-1.0;6.490281;0.0;0.0;0.0;6.47978;70;65;0.6456705;;;C ;;C ;;14.44201;4.979998
2011-07-24;6.604167;20.5;-2.3;6.400695;0.0;0.0;0.0;6.465353;73;61;0.732406;;;C ;;C ;;14.60801;4.149998
2011-07-25;7.644445;18.0;-1.6;6.522918;0.0;0.0;0.0;5.990876;59;47;-0.3250079;;;C ;;C ;;11.786;7.220994
2011-07-26;10.70347;18.6;2.8;7.256252;0.0;0.0;0.0;5.632459;49;45;-1.282504;;;C ;;C ;;6.971997;11.952
2011-07-27;6.706945;21.9;-4.5;6.684722;0.0;0.0;0.0;4.867655;54;52;-3.189244;;;C ;;C ;;12.45001;1.659999
2011-07-28;6.149999;17.3;-2.8;6.475001;1.2;0.0;0.0;5.557943;63;67;-1.387527;;;C ;;C ;;11.786;9.296005
2011-07-29;5.884721;10.3;2.7;6.885416;0.6;1.8;0.6;6.655375;76;75;1.074145;;;C ;;C ;;21.91203;
2011-07-30;1.447222;9.3;-4.3;5.900695;0.0;0.0;0.0;5.357326;86;83;-1.879458;;;C ;;C ;;21.41402;
2011-07-31;-0.7868063;11.4;-9.0;4.73125;0.0;0.0;0.0;4.815344;81;74;-3.64467;;;C ;;C ;;17.26402;
2011-08-01;3.732639;16.0;-5.1;4.704168;4.5;0.0;0.0;5.269332;69;62;-2.089515;;;C ;;C ;;12.94801;4.481999
2011-08-02;8.963193;16.5;3.3;6.294441;0.0;4.5;0.9;7.167775;66;63;1.955506;;;C ;;C ;;9.295999;15.27201
2011-08-03;9.181942;14.1;3.4;6.58264;0.0;0.0;0.0;5.252655;50;43;-2.155273;;;C ;;C ;;8.133996;17.26402
2011-08-04;3.68125;11.0;-1.5;5.847917;0.0;0.0;0.0;4.946624;66;57;-2.924461;;;C ;;C ;;16.60001;
2011-08-05;5.313888;17.2;-3.5;5.384721;0.0;0.0;0.0;5.538266;65;51;-1.433516;;;C ;;C ;;13.44601;4.398998
2011-08-06;7.027083;15.4;1.7;6.055559;0.0;0.0;0.0;7.279644;75;70;2.221819;;;C ;;C ;;13.94401;17.34702
2011-08-07;3.336806;12.2;-1.8;5.730557;0.9;0.9;0.3;7.373368;93;94;2.289649;;;C ;;C ;;22.57603;
2011-08-08;8.145832;13.3;6.1;6.871529;0.0;0.0;0.0;10.55786;93;90;7.747033;;;C ;;C ;;5.311998;17.51302
2011-08-09;12.6382;18.1;10.0;8.229858;0.0;0.0;0.0;11.56578;80;75;9.101048;;;C ;;C ;;0.0;5.893
2011-08-10;10.13542;20.8;-1.2;8.205561;0.6;0.0;0.0;8.399015;70;64;4.30287;;;C ;;C ;;8.133996;1.411001
2011-08-11;14.54584;21.7;8.2;9.174306;0.0;0.6;0.3;8.197121;52;52;3.890279;;;C ;;C ;;0.0;-3.236999
2011-08-12;13.50694;18.3;7.3;9.429857;0.0;0.0;0.0;5.498452;38;33;-1.675128;;;C ;;C ;;0.0;5.062997
2011-08-13;8.641665;16.9;-0.6;8.454169;0.0;0.0;0.0;5.350241;54;49;-1.910553;;;C ;;C ;;13.28001;12.03501
2011-08-14;6.1625;18.6;-3.1;7.875694;0.0;0.0;0.0;4.967272;57;50;-2.871881;;;C ;;C ;;12.78201;1.826
2011-08-15;5.833333;16.8;-5.3;7.497221;0.0;0.0;0.0;4.893073;61;55;-3.051671;;;C ;;C ;;14.44201;7.884999
2011-08-16;4.329167;16.8;-4.1;6.979163;0.0;0.0;0.0;4.548152;55;50;-4.189232;;;C ;;C ;;12.94801;2.821999
2011-08-17;8.045831;15.2;2.6;7.706941;1.1;1.1;0.8;6.936761;69;76;1.509156;;;C ;;C ;;11.122;20.41802
2011-08-18;5.395833;15.0;-2.4;7.145141;0.3;0.3;0.3;5.882956;71;59;-0.6620094;;;C ;;C ;;13.11401;8.134003
2011-08-19;5.651388;16.0;-5.2;6.913889;0.0;0.0;0.0;4.419939;59;52;-4.99935;;;C ;;C ;;13.94401;8.632001
2011-08-20;4.985417;13.6;-6.1;6.425;0.0;0.0;0.0;3.491464;46;44;-7.560897;;;C ;;C ;;15.27201;9.296006
2011-08-21;2.722222;14.9;-7.2;5.910416;0.0;0.0;0.0;4.215119;61;54;-5.152081;;;C ;;C ;;14.77401;5.892997
2011-08-22;8.339582;17.3;-1.5;6.418057;0.0;0.0;0.0;4.554018;42;39;-3.994869;;;C ;;C ;;9.461999;12.035
2011-08-23;9.427081;15.9;2.9;7.52222;0.0;0.0;0.0;5.332266;46;43;-1.927326;;;C ;;C ;;7.967996;14.11001
2011-08-24;10.68056;16.1;4.8;8.199304;0.0;0.0;0.0;7.430426;63;54;2.194922;;;C ;;C ;;4.979998;13.94401
2011-08-25;3.686111;14.6;-6.2;7.144443;0.0;0.0;0.0;4.859582;60;56;-3.547916;;;C ;;C ;;12.28401;4.897
2011-08-26;10.63611;15.9;5.9;7.90486;0.0;0.0;0.0;5.423786;42;43;-1.799513;;;C ;;C ;;1.494;11.703
2011-08-27;10.04445;18.2;0.2;8.129169;0.0;0.0;0.0;6.224512;58;50;-0.08819189;;;C ;;C ;;7.469996;4.896996
2011-08-28;8.613195;20.0;-1.6;7.920836;0.0;0.0;0.0;4.831953;47;43;-3.240067;;;C ;;C ;;10.624;1.825998
2011-08-29;13.19305;18.0;8.1;8.558332;0.0;0.0;0.0;5.078858;35;32;-2.548385;;;C ;;C ;;0.0;5.228996
2011-08-30;10.41111;16.7;4.5;8.515969;0.0;0.0;0.0;4.434697;38;36;-4.455159;;;C ;;C ;;7.801996;13.36301
2011-08-31;7.694445;19.3;-1.8;8.293055;0.0;0.0;0.0;3.733822;40;35;-6.6362;;;C ;;C ;;11.62;-0.2490012
2011-09-01;14.29722;25.0;3.9;9.022912;0.0;0.0;0.0;5.379374;34;32;-1.924944;;;C ;;C ;;2.158;0.1659985
2011-09-02;11.32083;23.2;-0.8;9.272225;0.0;0.0;0.0;5.01472;42;38;-2.87765;;;C ;;C ;;8.963998;0.4150026
2011-09-03;12.00903;21.1;-0.1;9.409719;0.0;0.0;0.0;5.159751;43;45;-2.671732;;;C ;;C ;;4.979998;5.726993
2011-09-04;7.844443;18.2;-2.7;8.637495;0.0;0.0;0.0;4.429421;46;44;-4.391192;;;C ;;C ;;11.122;3.402999
2011-09-05;10.46597;17.6;2.7;8.84444;0.0;0.0;0.0;4.58983;38;36;-3.899402;;;C ;;C ;;7.635996;10.458
2011-09-06;11.46597;18.8;2.2;9.433338;0.0;0.0;0.0;4.908359;39;35;-3.056384;;;C ;;C ;;4.315999;7.635994
2011-09-07;10.50486;19.7;-0.4;9.325004;0.0;0.0;0.0;5.695041;47;47;-1.002874;;;C ;;C ;;7.303997;4.233
2011-09-08;11.25208;21.3;1.5;9.381253;0.0;0.0;0.0;6.253233;49;47;0.2645126;;;C ;;C ;;8.133996;1.328003
2011-09-09;15.13472;25.8;4.0;10.20486;0.0;0.0;0.0;6.981266;46;42;1.675842;;;C ;;C ;;3.153999;-2.324
2011-09-10;13.77917;20.1;9.3;10.62153;0.0;0.0;0.0;5.219689;36;33;-2.400298;;;C ;;C ;;0.166;1.909001
2011-09-11;12.35695;26.3;1.0;10.61528;0.0;0.0;0.0;5.918032;42;40;-0.6755124;;;C ;;C ;;9.461999;-0.3319992
2011-09-12;16.32083;23.3;7.7;11.46597;0.0;0.0;0.0;6.222214;38;32;-0.4515297;;;C ;;C ;;0.0;-6.888998
2011-09-13;13.4993;24.3;2.3;11.39097;0.0;0.0;0.0;3.996318;29;29;-5.746514;;;C ;;C ;;4.647998;0.0829999
2011-09-14;16.21389;25.1;9.0;11.70348;0.0;0.0;0.0;5.033557;28;26;-2.835219;;;C ;;C ;;0.0;-6.224998
2011-09-15;14.32361;29.6;2.2;11.90972;0.0;0.0;0.0;5.816624;42;38;-0.7388321;;;C ;;C ;;7.967996;-1.162
2011-09-16;16.40069;26.7;8.2;12.49236;0.0;0.0;0.0;4.879514;29;26;-3.32066;;;C ;;C ;;0.0;-4.481998
2011-09-17;10.89305;20.0;1.5;11.67708;0.0;0.0;0.0;5.018154;44;39;-2.770191;;;C ;;C ;;8.797997;8.299995
2011-09-18;9.140278;23.8;-3.5;11.03195;0.0;0.0;0.0;4.471856;48;42;-4.281332;;;C ;;C ;;10.79;-5.643998
2011-09-19;13.97917;26.1;1.2;11.54514;0.0;0.0;0.0;5.882756;44;43;-0.6548574;;;C ;;C ;;4.647998;-1.244999
2011-09-20;13.9875;28.2;3.7;11.89861;0.0;0.0;0.0;5.764011;41;32;-0.9090185;;;C ;;C ;;5.809998;2.075001
2011-09-21;16.92916;26.5;8.7;12.54306;0.0;0.0;0.0;5.98665;33;28;-0.4081129;;;C ;;C ;;0.0;-6.556996
2011-09-22;10.77778;23.0;6.5;12.66875;0.0;0.0;0.0;6.690536;59;54;1.119367;;;C ;;C ;;3.817999;17.92802
2011-09-23;7.664585;19.7;-0.9;11.60208;0.0;0.0;0.0;7.255033;67;66;2.19656;;;C ;;C ;;10.79;2.988
2011-09-24;14.0243;23.8;3.6;12.16667;0.0;0.0;0.0;8.66033;59;57;4.769754;;;C ;;C ;;5.643998;-1.909
2011-09-25;15.86111;22.5;4.1;12.59236;0.0;0.0;0.0;6.767514;43;41;1.222725;;;C ;;C ;;1.66;-5.643997
2011-09-26;12.24236;23.0;2.0;11.92638;0.0;0.0;0.0;5.327667;40;38;-1.914097;;;C ;;C ;;6.639997;0.6640012
2011-09-27;17.43056;24.6;12.4;12.96736;0.0;0.0;0.0;6.886622;34;33;1.398463;;;C ;;C ;;0.0;-12.201
2011-09-28;17.94792;23.5;12.3;14.0125;0.0;0.0;0.0;8.391557;43;42;4.252115;;;C ;;C ;;0.0;-12.86501
2011-09-29;15.13194;22.4;3.9;13.9875;0.0;0.0;0.0;6.192815;40;42;0.1293352;;;C ;;C ;;2.49;-4.482002
2011-09-30;14.78542;22.5;6.5;13.97083;0.0;0.0;0.0;6.896874;45;40;1.590039;;;C ;;C ;;0.996;-1.908999
2011-10-01;15.46041;21.5;10.3;14.23194;0.0;0.0;0.0;6.46687;39;33;0.4142939;;;C ;;C ;;0.0;-5.81
2011-10-02;14.34722;21.0;5.7;14.10069;0.0;0.0;0.0;5.737894;39;37;-0.8966501;;;C ;;C ;;0.498;0.4979966
2011-10-03;13.85625;22.9;4.7;13.84722;0.0;0.0;0.0;6.736365;43;40;1.321284;;;C ;;C ;;2.158;-2.074998
2011-10-04;14.99722;23.5;3.5;13.85833;0.0;0.0;0.0;7.189117;48;47;2.191816;;;C ;;C ;;4.481998;-2.739
2011-10-05;15.8375;25.6;8.5;14.225;7.6;0.0;0.0;7.983803;47;39;3.684965;;;C ;;C ;;0.0;-4.481998
2011-10-06;14.41736;22.9;9.6;14.26181;0.8;7.6;7.6;12.22588;77;75;9.796568;;;C ;;C ;;0.0;-1.494001
2011-10-07;11.76875;19.6;8.4;13.41249;21.09999;21.3;3.3;10.28366;81;89;7.285456;;;C ;;C ;;0.0;10.209
2011-10-08;12.37152;18.6;9.1;12.94166;4.3;0.6;0.6;11.9838;79;74;9.609524;;;C ;;C ;;0.0;2.240999
2011-10-09;14.79306;21.8;9.2;14.35972;0.0;4.3;1.6;12.9849;81;71;10.79337;;;C ;;C ;;0.0;-2.49
2011-10-10;13.61528;20.9;5.0;14.42361;0.0;0.0;0.0;7.279604;55;38;1.209556;;;C ;;C ;;2.324;1.161998
2011-10-11;10.79514;19.1;2.7;13.4;13.4;13.1;9.400001;8.238728;67;74;3.544518;;;C ;;C ;;7.635996;10.79
2011-10-12;13.83542;21.3;8.5;14.20764;0.0;0.3;0.3;8.79446;62;51;3.814468;;;C ;;C ;;0.664;-2.348423E-8
2011-10-13;12.84236;22.5;5.0;14.46667;0.0;0.0;0.0;9.424099;68;59;5.868933;;;C ;;C ;;2.822;1.659999
2011-10-14;14.54931;26.5;3.6;14.59306;0.0;0.0;0.0;7.598951;50;40;2.978333;;;C ;;C ;;3.983999;-2.987998
2011-10-15;16.70278;25.1;5.3;15.15;0.0;0.0;0.0;8.141933;49;52;3.859396;;;C ;;C ;;1.826;-7.718998
2011-10-16;15.75278;21.2;8.4;15.27223;0.0;0.0;0.0;5.761637;35;32;-0.8789088;;;C ;;C ;;0.0;-3.651999
2011-10-17;11.13056;21.7;1.2;14.49931;12.7;5.1;1.3;9.10178;73;66;5.301552;;;C ;;C ;;9.794;1.411006
2011-10-18;14.11598;23.3;5.5;15.03889;0.0;7.600001;2.4;8.972756;61;49;4.863204;;;C ;;C ;;1.162;-1.577001
2011-10-19;15.8389;29.9;4.2;15.40555;0.0;0.0;0.0;9.275788;58;48;5.646107;;;C ;;C ;;4.149999;-2.407
2011-10-20;19.24028;29.0;8.5;15.97431;0.0;0.0;0.0;9.808228;47;43;6.373998;;;C ;;C ;;0.0;-11.869
2011-10-21;17.0875;25.3;9.7;16.23611;0.0;0.0;0.0;7.97684;48;36;2.335477;;;C ;;C ;;0.0;-9.129999
2011-10-22;16.57083;24.5;4.1;16.19028;0.0;0.0;0.0;5.515743;31;30;-1.628717;;;C ;;C ;;1.162;-7.303999
2011-10-23;18.69792;27.7;9.8;16.46041;0.0;0.0;0.0;8.363181;36;38;3.614807;;;C ;;C ;;0.0;-12.61601
2011-10-24;19.79375;27.1;6.6;17.29513;0.0;0.0;0.0;7.701967;37;36;2.759143;;;C ;;C ;;0.332;-14.94001
2011-10-25;15.75764;24.6;8.8;17.25347;0.0;0.0;0.0;7.655946;48;47;3.006012;;;C ;;C ;;0.0;-4.066998
2011-10-26;14.8243;26.3;2.9;16.77153;0.0;0.0;0.0;7.443319;48;44;2.638176;;;C ;;C ;;3.319999;-2.822001
2011-10-27;18.7632;29.5;7.8;17.10764;0.0;0.0;0.0;7.928677;37;35;3.340507;;;C ;;C ;;0.0;-12.03501
2011-10-28;18.51181;28.3;12.2;17.77777;0.0;0.0;0.0;5.992901;29;28;-0.3783025;;;C ;;C ;;0.0;-12.53301
2011-10-29;17.92431;26.5;8.8;18.07569;0.0;0.0;0.0;7.529334;40;38;2.847713;;;C ;;C ;;0.0;-8.631998
2011-10-30;17.66667;30.3;5.9;18.19722;0.0;0.0;0.0;7.107538;40;31;1.923374;;;C ;;C ;;1.66;-6.141995
2011-10-31;22.76389;31.5;12.5;18.82916;0.0;0.0;0.0;7.387149;27;22;2.348465;;;C ;;C ;;0.0;-21.16503
2011-11-01;24.80348;32.0;17.5;19.58056;0.0;0.0;0.0;9.572103;32;34;6.157047;;;C ;;C ;;0.0;-23.48903
2011-11-02;19.52708;28.2;5.1;19.35625;0.0;0.0;0.0;9.040109;47;49;5.011177;;;C ;;C ;;2.324;-10.292
2011-11-03;19.31805;29.6;9.4;19.37777;0.0;0.0;0.0;7.965755;39;34;3.087933;;;C ;;C ;;0.0;-12.53301
2011-11-04;18.71875;28.4;8.8;19.74653;0.0;0.0;0.0;8.428502;44;37;4.235227;;;C ;;C ;;0.0;-10.043
2011-11-05;18.69028;29.9;6.9;19.8125;0.0;0.0;0.0;8.526525;47;44;4.413363;;;C ;;C ;;0.166;-6.556997
2011-11-06;19.57222;32.6;7.2;19.76251;0.0;0.0;0.0;12.83359;58;46;10.20705;;;C ;;C ;;0.0;-9.129998
2011-11-07;22.06874;31.3;10.0;19.99236;0.0;0.0;0.0;9.785249;42;41;6.26161;;;C ;;C ;;0.0;-17.18102
2011-11-08;20.35555;29.4;11.3;20.24862;0.0;0.0;0.0;9.126831;42;46;5.411706;;;C ;;C ;;0.0;-15.85301
2011-11-09;15.16111;22.3;7.3;19.16111;0.0;0.0;0.0;6.7918;43;51;1.374284;;;C ;;C ;;0.0;-1.410999
2011-11-10;15.53333;24.1;7.4;18.45487;0.0;0.0;0.0;6.363252;36;35;0.4572556;;;C ;;C ;;0.0;-5.643999
2011-11-11;18.07292;27.1;7.8;17.85208;0.0;0.0;0.0;8.459973;43;45;4.329867;;;C ;;C ;;0.0;-9.794
2011-11-12;19.88403;35.7;7.6;20.43403;0.0;0.0;0.0;11.44221;54;52;8.849552;;;C ;;C ;;0.0;-9.046999
2011-11-13;24.37083;33.4;14.3;21.65347;0.0;0.0;0.0;10.41895;38;29;7.392832;;;C ;;C ;;0.0;-20.08603
2011-11-14;24.15556;31.9;16.1;22.4743;0.0;0.0;0.0;12.62993;44;41;10.1468;;;C ;;C ;;0.0;-22.07803
2011-11-15;24.29931;33.6;13.9;22.78333;0.0;0.0;0.0;12.58535;45;45;10.0465;;;C ;;C ;;0.0;-20.83303
2011-11-16;23.62292;32.5;13.3;22.35972;0.0;0.0;0.0;10.83746;43;34;7.817261;;;C ;;C ;;0.0;-18.34302
2011-11-17;24.03125;32.9;15.8;22.56111;3.4;3.4;2.5;13.34811;54;54;11.12439;;;C ;;C ;;0.0;-19.58802
2011-11-18;19.24305;31.0;9.6;21.91389;0.0;0.0;0.0;12.41418;60;55;9.727625;;;C ;;C ;;0.0;-12.45001
2011-11-19;19.66319;28.6;8.5;21.66389;0.0;0.0;0.0;8.061998;37;39;3.677983;;;C ;;C ;;0.0;-15.35501
2011-11-20;19.25278;27.2;8.6;21.8618;0.0;0.0;0.0;8.126243;40;43;3.694767;;;C ;;C ;;0.0;-13.69501
2011-11-21;17.60278;28.4;6.8;21.32291;0.0;0.0;0.0;8.240491;44;44;4.042281;;;C ;;C ;;0.332;-8.133996
2011-11-22;21.32361;33.5;10.8;21.80416;0.0;0.0;0.0;10.14099;41;44;6.928483;;;C ;;C ;;0.0;-16.10201
2011-11-23;23.20208;33.7;15.7;22.27084;0.0;0.0;0.0;8.532489;32;31;4.454159;;;C ;;C ;;0.0;-22.07803
2011-11-24;20.80903;31.0;9.4;21.83472;0.0;0.0;0.0;9.047997;40;41;5.44858;;;C ;;C ;;0.0;-14.60801
2011-11-25;21.72013;29.3;13.9;22.10069;0.0;0.0;0.0;7.572512;31;30;2.603317;;;C ;;C ;;0.0;-18.92402
2011-11-26;21.0132;30.8;6.6;22.03542;0.0;0.0;0.0;7.691459;34;38;2.877414;;;C ;;C ;;0.332;-15.52101
2011-11-27;23.25486;30.4;14.4;22.32916;0.0;0.0;0.0;7.850967;29;21;2.538394;;;C ;;C ;;0.0;-21.66303
2011-11-28;22.27569;30.4;11.1;22.24097;0.0;0.0;0.0;9.809519;38;41;6.529638;;;C ;;C ;;0.0;-17.84502
2011-11-29;21.6875;29.7;13.6;22.45416;0.0;0.0;0.0;6.965523;30;27;1.689695;;;C ;;C ;;0.0;-18.34302
2011-11-30;16.76389;27.4;2.8;21.90625;0.0;0.0;0.0;8.113575;50;48;3.826168;;;C ;;C ;;4.315999;-6.141998
2011-12-01;20.4993;34.0;6.9;21.96875;0.0;0.0;0.0;7.379484;36;38;2.418727;;;C ;;C ;;;-9.794
2011-12-02;24.95832;33.8;13.2;22.25416;0.0;0.0;0.0;9.564389;34;42;6.027029;;;C ;;C ;;0.0;-21.49703
2011-12-03;21.56319;30.4;13.0;21.7882;0.0;0.0;0.0;8.976121;36;35;5.298903;;;C ;;C ;;0.0;-18.26002
2011-12-04;20.72708;29.1;8.3;22.15625;0.0;0.0;0.0;9.304325;43;45;5.872344;;;C ;;C ;;0.0;-13.77801
